bugName	pval	p6M	p1Y	s6M	s1Y	Adjustedpval	Adjustedp6M	Adjustedp1Y
Lachnospiraceae	0.00537611997138709	0.212895590305671	0.00160499971477543	-0.102887652636655	-0.33841931186452	0.20429255891271	0.539335495441033	0.0609899891614665
Clostridiaceae_1	0.021333202477584	0.0967096243630943	0.00729949598453217	0.663710967211376	1.25315304490097	0.228141405251527	0.400321770552944	0.114237434128181
Rikenellaceae	0.0237307430846021	0.0704621692804133	0.00911926866291975	0.551655908173073	0.900195076062514	0.228141405251527	0.334695304081963	0.114237434128181
Erysipelotrichaceae	0.0249228079374437	0.0275280369966442	0.0150312413326554	-0.607097175819038	-0.717411403492546	0.228141405251527	0.328177731235287	0.114237434128181
Enterobacteriaceae	0.0300186059541483	0.0254204932270056	0.0207733445852586	1.27311893435711	1.39113855153712	0.228141405251527	0.328177731235287	0.131564515706638
Acidaminococcaceae	0.0403344717006262	0.231597480605333	0.013411220842041	0.553121285578524	1.3301363752687	0.255451654103966	0.550044016437666	0.114237434128181
Fusobacteriaceae	0.0636348766102757	0.0344055597329618	0.0664443188852437	1.25408789556598	1.09921409999087	0.33873068222499	0.328177731235287	0.252488411763926
Verrucomicrobiaceae	0.0770314618530096	0.0397677057857441	0.087535524099185	1.30884490624947	1.08267305108064	0.33873068222499	0.328177731235287	0.302395446888094
Prevotellaceae	0.084298596150326	0.048949651107414	0.831451144642623	0.965981158918785	-0.0969299644105704	0.33873068222499	0.328177731235287	0.929268926365285
Porphyromonadaceae	0.0891396532171026	0.165128648994668	0.0351411329980395	0.61362197206701	1.04236235257896	0.33873068222499	0.482683743215183	0.190766150560786
Pasteurellaceae	0.122015504342285	0.400834581642069	0.0453663006101264	0.353502468000046	0.962934144962222	0.389855463547301	0.690412603452437	0.2154899278981
Veillonellaceae	0.123837815860314	0.0518175365108347	0.761759347206117	0.665590376843612	0.0958104459957401	0.389855463547301	0.328177731235287	0.877177430116135
Eubacteriaceae	0.133371605950393	0.801956585116526	0.0574488723025304	-0.059390095014989	-0.50518270063606	0.389855463547301	0.896304418659647	0.242561905277351
others	0.159333118627713	0.0651220445654667	0.253457932592642	0.766349584333456	0.468545358759548	0.432475607703792	0.334695304081963	0.481570071926019
Leuconostocaceae	0.213609462281307	0.931002265059122	0.117819569806112	0.017375958450322	-0.346579090671814	0.541143971112645	0.956164488439098	0.313254631478424
Staphylococcaceae	0.229192326136439	0.881843139969351	0.108920833999047	-0.017801795127037	-0.211654340562378	0.544331774574043	0.930834425523204	0.313254631478424
Enterococcaceae	0.251670044924007	0.105347834356038	0.571308557809522	0.489880821542252	0.163664587693115	0.562556571006603	0.400321770552944	0.741890862540175
Bacteroidaceae	0.273225523522593	0.69338382075429	0.121651487016602	0.087801138653005	0.381932559417995	0.564835091219611	0.830202818859062	0.313254631478424
Desulfovibrionaceae	0.305531063694076	0.461869633657766	0.134793437542229	0.271833514096613	0.586940556936436	0.564835091219611	0.690412603452437	0.313254631478424
Alcaligenaceae	0.309925344114697	0.508725076228111	0.135268744440001	0.227864559506155	0.5647024660589	0.564835091219611	0.690412603452437	0.313254631478424
Coriobacteriaceae	0.318932824224789	0.532545306292966	0.140140229871927	-0.178557736635118	-0.460142113778958	0.564835091219611	0.6978179875563	0.313254631478424
Corynebacteriaceae	0.329223512673259	0.145813315818415	0.550598592683329	-0.0918964481145729	-0.0367805091459054	0.564835091219611	0.482683743215183	0.741890862540175
Peptostreptococcaceae	0.358386329616087	0.162422665301866	0.59371092893527	0.532319829581338	0.20202003387104	0.564835091219611	0.482683743215183	0.741890862540175
Streptococcaceae	0.364935153213447	0.179109597155103	0.371636712413157	0.505528770571089	0.34077546778292	0.564835091219611	0.486154620849565	0.564887802867999
Peptococcaceae	0.371602033697112	0.265061543581929	0.232636350760441	0.203488591795973	0.223223340196336	0.564835091219611	0.589776266410636	0.481570071926019
Christensenellaceae	0.435087125027809	0.859478964960651	0.272753031523928	-0.0705390604637462	0.463430411348851	0.635896567348337	0.930834425523204	0.493553104662345
Bifidobacteriaceae	0.490709413594284	0.76938900451073	0.252000333096996	-0.142190203771382	-0.600115969665826	0.690628063577141	0.885963096103265	0.481570071926019
Ruminococcaceae	0.533811043143862	0.27936770514188	0.548405682135901	-0.137846160252605	-0.0779611941865355	0.703484982367673	0.589776266410636	0.741890862540175
FamilyI	0.536870118122698	0.487528758655155	0.294765219517947	0.118752382004537	0.187311655884725	0.703484982367673	0.690412603452437	0.509139924621909
Oxalobacteraceae	0.597027034417243	0.466492447971937	0.356057942624516	0.209531479515625	0.280087644157233	0.730673817935592	0.690412603452437	0.563758409155483
Lactobacillaceae	0.597634222111481	0.699118163249737	0.322594264648947	-0.192440444041172	-0.526404000423892	0.730673817935592	0.830202818859062	0.532981828550434
Family_XIII	0.615304267735235	0.392103938052879	0.924260825645832	-0.190757666878035	0.0212063709013755	0.730673817935592	0.690412603452437	0.949240847960584
Family_XI	0.662792944140409	0.392597544067371	0.90064060657925	0.195285992766158	0.0289596164040599	0.744713406860825	0.690412603452437	0.949240847960584
Rhodospirillaceae	0.666322521928106	0.47417620767059	0.443412049955867	0.27827558130475	0.311366003076268	0.744713406860825	0.690412603452437	0.648063765320113
Micrococcaceae	0.719062491574191	0.501493956747593	0.914582658827732	0.221774097078824	-0.0365887194401538	0.772450164439653	0.690412603452437	0.949240847960584
Synergistaceae	0.73179489262704	0.444764615272113	0.68408242855368	0.294544799276585	0.161361285311272	0.772450164439653	0.690412603452437	0.812347883907495
