bugName	pval	p6M	p1Y	s6M	s1Y	Adjustedpval	Adjustedp6M	Adjustedp1Y
Firmicutes	0.00613695483002252	0.145705321032989	0.00180978109184515	-0.104482952703692	-0.284977087717141	0.0552325934702027	0.299385049115187	0.0162880298266064
Actinobacteria	0.0393380696302035	0.277920509514931	0.0130268959746926	-0.248885073737264	-0.683738218205554	0.173109020359723	0.416880764272397	0.0586210318861166
Fusobacteria	0.0637274618301549	0.0345350154282308	0.0662933346058416	1.25412571606432	1.10096397270598	0.173109020359723	0.178728413669882	0.131191175120663
Verrucomicrobia	0.0769373423820991	0.0397174252599739	0.087460783413775	1.30909782376814	1.08282942940035	0.173109020359723	0.178728413669882	0.131191175120663
Proteobacteria	0.158151839945444	0.166325027286215	0.0778091010927092	0.334294950930252	0.456503322468227	0.277667506828711	0.299385049115187	0.131191175120663
Bacteroidetes	0.185111671219141	0.388436771103897	0.0732167495741979	0.177093516700368	0.410451632989724	0.277667506828711	0.444764615272113	0.131191175120663
others	0.334437970394989	0.150524215701234	0.646086288465598	0.397862628535804	0.125423520857143	0.429991676222129	0.299385049115187	0.712277774048208
Cyanobacteria	0.555628940303432	0.43494850110787	0.712277774048208	0.290588888197413	-0.140570843496508	0.625082557841361	0.444764615272113	0.712277774048208
Synergistetes	0.73179489262704	0.444764615272113	0.68408242855368	0.294544799276585	0.161361285311272	0.73179489262704	0.444764615272113	0.712277774048208
