bugName	pval	p6M	s6M	Adjustedpval	Adjustedp6M
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_199	0.000478533229214317	0.000478533229214321	0.830479483425512	0.189164299878205	0.189164299878196
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_148	0.000696737752774235	0.000696737752774203	-0.743348619349566	0.189164299878205	0.189164299878196
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_211	0.00891060730041415	0.00891060730041415	0.586784376249915	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_661	0.0109070834273508	0.0109070834273507	0.384665155465232	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Bacillales_Family_XI_Gemella_709	0.0109536860657335	0.0109536860657335	0.403030118318366	0.547521985114289	0.54752198511429
Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_16	0.0112302750677586	0.0112302750677586	0.446010498050595	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_331	0.0116829104703448	0.0116829104703448	0.565928650314405	0.547521985114289	0.54752198511429
Bacteria_Actinobacteria_Actinobacteria_Micrococcales_Micrococcaceae_Rothia_1254	0.0119547646166874	0.0119547646166874	0.335049734667842	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_29	0.0126625213241046	0.0126625213241046	-0.676821920642368	0.547521985114289	0.54752198511429
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia/Shigella_28	0.0131506079528092	0.0131506079528092	0.83822117048655	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_3_1003	0.0173444436322912	0.0173444436322912	-0.280074005676544	0.547521985114289	0.54752198511429
Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_707	0.0174488804259338	0.0174488804259338	0.337986523698318	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcaceae_UCG-004_96	0.019543513282394	0.0195435132823941	0.408197554568247	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_733	0.0224607214283747	0.0224607214283747	0.203954192306288	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_57	0.0228886062543676	0.0228886062543677	-0.610114438854837	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_245	0.0229612522337341	0.0229612522337342	-0.351512747893203	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_551	0.0232476582423029	0.0232476582423029	0.402710113090557	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_177	0.0251071978944351	0.025107197894435	-0.413465118558378	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_3	0.0253185709033177	0.0253185709033176	0.661242798658662	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_681	0.0255102708195798	0.0255102708195798	0.321996480713968	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelotrichaceae_UCG-003_184	0.0257476018288239	0.0257476018288239	-0.291952234854388	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_8	0.0258376635447726	0.0258376635447726	-0.505488227540327	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_297	0.0261997237168705	0.0261997237168705	0.448596930199949	0.547521985114289	0.54752198511429
Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Alloscardovia_1612	0.0264303913424079	0.0264303913424079	0.225565798334634	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Intestinibacter_86	0.0270009059757468	0.0270009059757468	-0.587673905361328	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XIII_NA_1603	0.0272265807446648	0.0272265807446648	0.212939646157795	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_50	0.0278852841923749	0.0278852841923749	0.707886297852694	0.547521985114289	0.54752198511429
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_181	0.0282331778696134	0.0282331778696135	-0.356313968941802	0.547521985114289	0.54752198511429
Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_375	0.0327450717330268	0.0327450717330268	-0.320162083001212	0.548250840860802	0.548250840860802
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_87	0.0358058891384399	0.0358058891384398	-0.400289305004104	0.548250840860802	0.548250840860802
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_195	0.0368784439755656	0.0368784439755656	-0.484465603419861	0.548250840860802	0.548250840860802
