bugName	pval	p6M	p1Y	s6M	s1Y	Adjustedpval	Adjustedp6M	Adjustedp1Y
Clostridia	0.0109921347723889	0.0822414689245081	0.00355570450399431	-0.121456749575504	-0.242702993630571	0.141229244978848	0.279620994343327	0.0604469765679032
Gammaproteobacteria	0.0183513502683093	0.0207652938837552	0.0112420829946233	1.09079757702005	1.28457843993283	0.141229244978848	0.168799057354889	0.0851770342183805
Erysipelotrichia	0.0249228079374437	0.0275280369966442	0.0150312413326554	-0.607097175819038	-0.717411403492546	0.141229244978848	0.168799057354889	0.0851770342183805
Fusobacteriia	0.0637274618301549	0.0345350154282308	0.0662933346058416	1.25412571606432	1.10096397270598	0.261586964099137	0.168799057354889	0.216548737435316
Verrucomicrobiae	0.0769373423820991	0.0397174252599739	0.087460783413775	1.30909782376814	1.08282942940035	0.261586964099137	0.168799057354889	0.216548737435316
Bacteroidia	0.185327647047709	0.388154425519624	0.0733220841367735	0.177164072974629	0.41017765159947	0.451821500985117	0.545562822664608	0.216548737435316
Actinobacteria	0.217134479160741	0.540728688158328	0.0891671271792476	-0.180011663449997	-0.559557404089872	0.451821500985117	0.545562822664608	0.216548737435316
Negativicutes	0.219556551469932	0.122407350879673	0.902821522742166	0.261380534424227	-0.0198966078432594	0.451821500985117	0.346820827492407	0.918553497195873
others	0.243792569555746	0.545562822664608	0.101946208343674	0.166494868591535	0.501038004174295	0.451821500985117	0.545562822664608	0.216580355256614
Betaproteobacteria	0.307664626167454	0.533868376510736	0.134134975931094	0.208719595598025	0.551850069676775	0.451821500985117	0.545562822664608	0.216580355256614
Deltaproteobacteria	0.308204171388013	0.455194103317318	0.136635456742471	0.276901486611459	0.585768831501334	0.451821500985117	0.545562822664608	0.216580355256614
Coriobacteriia	0.318932824224789	0.532545306292966	0.140140229871927	-0.178557736635118	-0.460142113778958	0.451821500985117	0.545562822664608	0.216580355256614
Alphaproteobacteria	0.430389951720622	0.235584062645025	0.358111078197371	0.531281690325914	0.422273472827384	0.562817629173121	0.545562822664608	0.4682991022581
Cyanobacteria	0.536870118122698	0.487528758655155	0.294765219517947	0.118752382004537	0.187311655884725	0.651913714863276	0.545562822664608	0.417584060983759
Bacilli	0.61261389708693	0.33884726632334	0.603497807689682	0.379698562874646	0.210806785915295	0.654534598235678	0.545562822664608	0.732818766480328
Chloroplast	0.616032563045344	0.357866789362397	0.918553497195873	0.211555099670595	0.0238039309591874	0.654534598235678	0.545562822664608	0.918553497195873
Synergistia	0.73179489262704	0.444764615272113	0.68408242855368	0.294544799276585	0.161361285311272	0.73179489262704	0.545562822664608	0.775293419027504
