"CV_rep1"	"CV_rep2"	"CV_rep3"	"CV_rep4"	"CV_rep5"	"CV_rep6"	"CV_rep7"	"CV_rep8"	"CV_rep9"	"CV_rep10"
"ERR1624539"	0.460025140833309	0.361904019285533	0.389924541037069	0.302241089425812	0.453647631459111	0.470383654401757	0.532633401917937	0.437579768820597	0.433643535515361	0.226125512647078
"ERR1624542"	0.553202376889468	0.53466735410735	0.535747000921295	0.561028985415643	0.591809558888465	0.303517412725115	0.614850523848337	0.692198807958611	0.547723152058496	0.575298912108803
"ERR1624545"	0.966058017069173	0.926474373966066	0.948000294879001	0.96623643298619	0.890121313032131	0.956823241707282	0.988622107728293	0.975739064294286	0.945020292908471	0.971751955895649
"ERR1624547"	0.735763803392595	0.732510459079343	0.783793292528994	0.728812803092712	0.52525511247513	0.725297000325565	0.529498429353176	0.65935509935472	0.604867193231232	0.618624476898423
"ERR1624549"	0.290918644117058	0.399601585338092	0.28495715572597	0.308629479594436	0.45469027499464	0.324721403055686	0.31617300483	0.591365108726173	0.302556005131226	0.582502878943753
"ERR1624550"	0.138135395025241	0.104793648768416	0.178198525787085	0.27689259710463	0.36302362038309	0.0892124512281144	0.17675189042326	0.164538190451865	0.335592801890899	0.330740600255448
"ERR1624552"	0.81969865887138	0.754124181525343	0.672311868663415	0.727387115361131	0.708707722681933	0.768882325094227	0.799830229418987	0.724874268053985	0.803426088765431	0.775927666532073
"ERR1624553"	0.344856908469757	0.25118089550936	0.413925929491958	0.406633492184725	0.285227686043189	0.447232383928383	0.381592718452474	0.540412462403675	0.26494228860312	0.287326432608695
"ERR1624554"	0.663006826725728	0.145030905242304	0.12031559352401	0.665828976772324	0.305871790767101	0.21876007756609	0.236831012693375	0.446244572998861	0.349437586462075	0.358284881748751
"ERR1624555"	0.392996200836777	0.230004691999281	0.480612019035433	0.324310505998382	0.307977722225333	0.307581705873949	0.360215922320059	0.287181159451082	0.469079817758477	0.216014864094197
"ERR1624556"	0.629335296809326	0.896166038190323	0.747713529516269	0.942329296660214	0.686073309037973	0.856147051616761	0.968452684588539	0.950145652565453	0.899909077658008	0.913437362404072
"ERR1624559"	0.707256661799203	0.703569028459566	0.693991826437929	0.534661731622146	0.662825637110081	0.562191945085191	0.725024341787416	0.43154954722541	0.691044481877419	0.715166014513827
"ERR1624560"	0.843358761348111	0.773966149451764	0.820503342931404	0.855626230324477	0.744106941927683	0.794610827982324	0.915588086940624	0.735081124168771	0.775551020316941	0.68047454780818
"ERR1624562"	0.728387548896792	0.854303311790523	0.742253177204986	0.573338779727767	0.89922929340413	0.757660094451853	0.809369190761162	0.630653598334783	0.641443996556388	0.796618233200616
"ERR1624564"	0.879686865608477	0.615388332141852	0.684940960921549	0.839451809284206	0.839844041435869	0.761155100797518	0.831342286831923	0.651611712635992	0.695008615394225	0.863160491300409
"ERR1624565"	0.225915966779254	0.4550218493974	0.627101554524106	0.507320796878209	0.263325504949236	0.469365318134288	0.329161412437248	0.41980252998335	0.448349674913609	0.429979391782929
"ERR1624567"	0.7326815592127	0.558525727124064	0.533439753542155	0.745864058702234	0.572480094491531	0.526892533142974	0.696828336125654	0.654448029834872	0.54566874521141	0.673781330318541
"ERR1624570"	0.288864781824816	0.399307971011896	0.290908623189186	0.294420566484513	0.212509597031085	0.404159494622191	0.214442236904437	0.374156926532973	0.341864233273858	0.538462968127333
"ERR1624536"	0.328341190551917	0.254883858866235	0.3505797660358	0.267858092238787	0.16997123786376	0.324919773568062	0.259964319092629	0.244972612112256	0.275037906801444	0.281531280362961
"ERR1624537"	0.423182570359986	0.461613757482913	0.36495573192748	0.183968340522574	0.175239805978535	0.330217479241217	0.270909805219886	0.186654920620857	0.338058948854753	0.206851559338428
"ERR1624538"	0.285940892113393	0.261795282275902	0.381109033386001	0.389681019828511	0.230628513410779	0.369043237455184	0.264633116729623	0.237276272896497	0.306137948018494	0.283626519155276
"ERR1624540"	0.505260121341963	0.433448354827188	0.60594089290235	0.309183531803623	0.631133353522688	0.515441800402417	0.652489567218554	0.542127175419563	0.404744007450028	0.34187421483831
"ERR1624541"	0.118914533640123	0.400451652034156	0.278133244655683	0.156307946120306	0.193491116664068	0.192389488070635	0.0936806646645094	0.140533644951428	0.143328610226304	0.196825304059039
