"Model_1"	"Model_2"	"Model_3"	"Model_4"	"Model_5"	"Model_6"	"Model_7"	"Model_8"	"Model_9"	"Model_10"	"Model_11"	"Model_12"	"Model_13"	"Model_14"	"Model_15"	"Model_16"	"Model_17"	"Model_18"	"Model_19"	"Model_20"	"Model_21"	"Model_22"	"Model_23"	"Model_24"	"Model_25"	"Model_26"	"Model_27"	"Model_28"	"Model_29"	"Model_30"	"Model_31"	"Model_32"	"Model_33"	"Model_34"	"Model_35"	"Model_36"	"Model_37"	"Model_38"	"Model_39"	"Model_40"	"Model_41"	"Model_42"	"Model_43"	"Model_44"	"Model_45"	"Model_46"	"Model_47"	"Model_48"	"Model_49"	"Model_50"	"Model_51"	"Model_52"	"Model_53"	"Model_54"	"Model_55"	"Model_56"	"Model_57"	"Model_58"	"Model_59"	"Model_60"	"Model_61"	"Model_62"	"Model_63"	"Model_64"	"Model_65"	"Model_66"	"Model_67"	"Model_68"	"Model_69"	"Model_70"	"Model_71"	"Model_72"	"Model_73"	"Model_74"	"Model_75"	"Model_76"	"Model_77"	"Model_78"	"Model_79"	"Model_80"
"SAMPLE-21"	0.45	0.552	0.535	0.516666666666667	0.52	0.52	0.59	0.43	0.548333333333333	0.53	0.525	0.52125	0.55	0.488	0.51	0.35	0.41	0.405	0.495	0.5	0.5275	0.533333333333333	0.451666666666667	0.45	0.485	0.498	0.506666666666667	0.543	0.485	0.52	0.585	0.535	0.526666666666667	0.41	0.406	0.505	0.53	0.502857142857143	0.6	0.484285714285714	0.5075	0.39	0.544285714285714	0.41	0.51	0.528	0.45	0.544	0.48	0.49	0.46	0.515	0.52	0.525	0.495	0.508	0.45	0.5	0.5275	0.495	0.65	0.50375	0.455	0.53	0.53	0.54	0.49	0.488571428571429	0.446666666666667	0.5	0.526	0.51	0.56	0.524	0.49	0.515	0.55	0.471666666666667	0.496666666666667	0.516666666666667
"SAMPLE-22"	0.61	0.652	0.695	0.676666666666667	0.625	0.63	0.73	0.61	0.658333333333333	0.61	0.63	0.6225	0.63	0.614	0.5875	0.6125	0.56	0.625	0.62	0.63	0.5925	0.65	0.616666666666667	0.61	0.61	0.61	0.62	0.631	0.615	0.615	0.73	0.5875	0.683333333333333	0.64	0.586	0.62	0.6	0.64	0.58	0.644285714285714	0.67	0.586666666666667	0.65	0.58	0.675	0.632	0.625	0.642	0.59875	0.6	0.67	0.645	0.59	0.6925	0.625	0.642	0.64	0.65	0.70375	0.62	0.65	0.65	0.61	0.65	0.625	0.615	0.66	0.655714285714286	0.61	0.64375	0.674	0.646666666666667	0.636666666666667	0.64	0.615	0.644	0.65	0.646666666666667	0.633333333333333	0.688333333333333
"SAMPLE-23"	0.4	0.452	0.455	0.416666666666667	0.365	0.45	0.5	0.47	0.438333333333333	0.5	0.455	0.4425	0.41	0.382	0.445	0.3375	0.39	0.405	0.4075	0.41	0.4375	0.44	0.396666666666667	0.32	0.44	0.404	0.418888888888889	0.433	0.41	0.445	0.435	0.37	0.44	0.48	0.324	0.36	0.45	0.431428571428571	0.44	0.321428571428571	0.3525	0.343333333333333	0.428571428571429	0.38	0.465	0.438	0.4225	0.416	0.48	0.4	0.45	0.45	0.48	0.3625	0.43	0.404	0.44	0.456666666666667	0.43125	0.4225	0.39	0.39875	0.42	0.41	0.47	0.425	0.356666666666667	0.41	0.416666666666667	0.4975	0.42	0.458333333333333	0.386666666666667	0.498	0.465	0.476	0.36	0.413333333333333	0.433333333333333	0.385
"SAMPLE-24"	0.43	0.544	0.465	0.51	0.515	0.56	0.52	0.57	0.571666666666667	0.6	0.505	0.48	0.45	0.542	0.42	0.3925	0.523333333333333	0.48	0.4175	0.5	0.515	0.516666666666667	0.525	0.45	0.48	0.466	0.47	0.426	0.43	0.505	0.525	0.4875	0.56	0.4	0.474	0.5	0.48	0.45	0.51	0.458571428571429	0.4025	0.4	0.464285714285714	0.46	0.53	0.484	0.5275	0.492	0.51125	0.59	0.46	0.56	0.47	0.49125	0.51	0.488	0.486666666666667	0.55	0.495	0.5925	0.62	0.46375	0.54	0.568	0.525	0.54	0.543333333333333	0.572857142857143	0.52	0.51625	0.514	0.508333333333333	0.49	0.505	0.53	0.517	0.465	0.463333333333333	0.526666666666667	0.518333333333333
"SAMPLE-25"	0.5	0.468	0.415	0.44	0.405	0.47	0.49	0.45	0.475	0.52	0.415	0.4325	0.36	0.384	0.445	0.3325	0.376666666666667	0.375	0.3775	0.365	0.3925	0.466666666666667	0.365	0.42	0.49	0.374	0.458888888888889	0.427	0.36	0.47	0.43	0.37	0.4	0.39	0.344	0.335	0.49	0.405714285714286	0.42	0.347142857142857	0.3075	0.403333333333333	0.42	0.37	0.425	0.476	0.4325	0.41	0.41375	0.42	0.42	0.39	0.53	0.41625	0.405	0.428	0.38	0.49	0.4475	0.4425	0.45	0.41375	0.45	0.434	0.48	0.425	0.343333333333333	0.432857142857143	0.41	0.4675	0.468	0.493333333333333	0.393333333333333	0.443	0.425	0.446	0.39	0.395	0.48	0.436666666666667
"SAMPLE-26"	0.49	0.548	0.573333333333333	0.493333333333333	0.46	0.54	0.54	0.56	0.505	0.54	0.495	0.52375	0.49	0.52	0.53	0.505	0.523333333333333	0.465	0.4825	0.525	0.5	0.533333333333333	0.448333333333333	0.51	0.515	0.508	0.521111111111111	0.518	0.53	0.545	0.555	0.445	0.506666666666667	0.51	0.484	0.455	0.5	0.537142857142857	0.51	0.497142857142857	0.4625	0.49	0.521428571428571	0.51	0.53	0.514	0.5275	0.508	0.525	0.49	0.5	0.53	0.53	0.54375	0.45	0.552	0.523333333333333	0.556666666666667	0.55875	0.525	0.46	0.4975	0.445	0.47	0.59	0.445	0.443333333333333	0.532857142857143	0.46	0.575	0.532	0.558333333333333	0.523333333333333	0.542	0.57	0.532	0.52	0.491666666666667	0.5	0.498333333333333
"SAMPLE-27"	0.55	0.546	0.575	0.593333333333333	0.52	0.47	0.61	0.52	0.473333333333333	0.59	0.475	0.50625	0.48	0.438	0.515	0.44	0.44	0.5	0.4625	0.43	0.45	0.5	0.435	0.41	0.47	0.444	0.47	0.524	0.515	0.48	0.515	0.4375	0.473333333333333	0.55	0.434	0.45	0.48	0.472857142857143	0.47	0.465714285714286	0.43	0.453333333333333	0.517142857142857	0.37	0.445	0.474	0.5175	0.48	0.48875	0.47	0.51	0.48	0.6	0.47875	0.58	0.462	0.516666666666667	0.56	0.5025	0.515	0.53	0.4925	0.46	0.482	0.515	0.53	0.45	0.468571428571429	0.463333333333333	0.52625	0.47	0.505	0.436666666666667	0.516	0.5	0.507	0.435	0.488333333333333	0.496666666666667	0.446666666666667
"SAMPLE-28"	0.32	0.442	0.41	0.433333333333333	0.365	0.38	0.52	0.48	0.4	0.41	0.445	0.4425	0.43	0.426	0.43	0.3975	0.443333333333333	0.335	0.3875	0.45	0.36	0.46	0.371666666666667	0.34	0.405	0.408	0.444444444444444	0.436	0.41	0.485	0.45	0.3475	0.423333333333333	0.47	0.404	0.44	0.48	0.402857142857143	0.44	0.397142857142857	0.3825	0.336666666666667	0.415714285714286	0.26	0.455	0.438	0.425	0.452	0.50875	0.34	0.48	0.42	0.45	0.385	0.435	0.368	0.393333333333333	0.45	0.445	0.4225	0.44	0.4575	0.43	0.476	0.445	0.455	0.403333333333333	0.418571428571429	0.39	0.43625	0.392	0.491666666666667	0.393333333333333	0.5	0.49	0.474	0.46	0.366666666666667	0.516666666666667	0.418333333333333
"SAMPLE-29"	0.33	0.476	0.433333333333333	0.416666666666667	0.435	0.41	0.51	0.5	0.443333333333333	0.43	0.44	0.48	0.47	0.422	0.4675	0.4275	0.426666666666667	0.375	0.4625	0.48	0.4125	0.483333333333333	0.401666666666667	0.41	0.41	0.402	0.44	0.508	0.365	0.48	0.485	0.41	0.436666666666667	0.44	0.406	0.4	0.55	0.434285714285714	0.47	0.404285714285714	0.385	0.34	0.474285714285714	0.33	0.51	0.458	0.405	0.476	0.4825	0.43	0.49	0.44	0.46	0.4325	0.385	0.428	0.46	0.473333333333333	0.43	0.485	0.51	0.45375	0.45	0.45	0.51	0.49	0.393333333333333	0.394285714285714	0.413333333333333	0.4975	0.436	0.486666666666667	0.42	0.494	0.48	0.447	0.49	0.368333333333333	0.503333333333333	0.448333333333333
"SAMPLE-30"	0.44	0.488	0.438333333333333	0.44	0.355	0.47	0.51	0.37	0.396666666666667	0.47	0.43	0.425	0.39	0.39	0.43	0.2925	0.353333333333333	0.37	0.4275	0.325	0.335	0.376666666666667	0.373333333333333	0.35	0.36	0.358	0.342222222222222	0.437	0.4	0.43	0.365	0.3725	0.396666666666667	0.4	0.316	0.415	0.37	0.367142857142857	0.46	0.331428571428571	0.3575	0.286666666666667	0.411428571428571	0.36	0.415	0.358	0.3625	0.398	0.37875	0.33	0.39	0.345	0.43	0.35875	0.34	0.382	0.393333333333333	0.393333333333333	0.395	0.43	0.48	0.36375	0.405	0.374	0.435	0.405	0.356666666666667	0.36	0.42	0.42375	0.38	0.38	0.35	0.438	0.445	0.388	0.39	0.35	0.413333333333333	0.37
