"CV_rep1"	"CV_rep2"	"CV_rep3"	"CV_rep4"	"CV_rep5"	"CV_rep6"	"CV_rep7"	"CV_rep8"	"CV_rep9"	"CV_rep10"
"SRR11292130"	0.7225	0.763333333333333	0.676666666666667	0.682	0.729	0.715	0.66	0.68	0.643333333333333	0.656666666666667
"SRR11292133"	0.7425	0.64	0.77	0.683333333333333	0.705	0.7425	0.743333333333333	0.759	0.725	0.6975
"SRR11292134"	0.44	0.47	0.503333333333333	0.51	0.51	0.476	0.52	0.493333333333333	0.42	0.443333333333333
"SRR11292135"	0.3	0.25	0.26	0.276666666666667	0.315	0.2975	0.26	0.29875	0.265	0.32
"ERR1624539"	0.381111111111111	0.35	0.38	0.355	0.398	0.36	0.365	0.34875	0.375	0.38
"ERR1624542"	0.37	0.4475	0.4	0.37	0.45	0.3875	0.395	0.4	0.393333333333333	0.42
"ERR1624545"	0.675	0.688	0.68625	0.664444444444444	0.67625	0.6875	0.64	0.52	0.665	0.72375
"ERR1624547"	0.41	0.366666666666667	0.326	0.406666666666667	0.35	0.386666666666667	0.347142857142857	0.38	0.4	0.4
"ERR1624549"	0.353333333333333	0.4075	0.38	0.365	0.37	0.344	0.355	0.41	0.34375	0.34
"ERR1624550"	0.454444444444444	0.434	0.47	0.436666666666667	0.407	0.45	0.37	0.381111111111111	0.47	0.47
"ERR1624552"	0.685	0.6275	0.69	0.581666666666667	0.58	0.6425	0.63	0.70125	0.5775	0.71
"ERR1624553"	0.22	0.15	0.314285714285714	0.245	0.20375	0.259	0.213333333333333	0.22	0.2725	0.22
"ERR1624554"	0.34	0.36	0.314285714285714	0.4125	0.378	0.35	0.483333333333333	0.346666666666667	0.44	0.34
"ERR1624555"	0.3	0.29	0.26	0.245	0.27	0.28	0.365	0.25	0.28875	0.305
"ERR1624556"	0.735	0.74625	0.761428571428571	0.6625	0.7725	0.716666666666667	0.78	0.83875	0.75	0.76
"ERR1624559"	0.8075	0.844	0.86	0.78	0.80375	0.831	0.8	0.833333333333333	0.8475	0.84
"ERR1624560"	0.832857142857143	0.825	0.865555555555556	0.7825	0.81375	0.77	0.78	0.793333333333333	0.7975	0.81
"ERR1624562"	0.773333333333333	0.79	0.8	0.87	0.80875	0.745	0.81	0.81	0.815	0.805
"ERR1624564"	0.775714285714286	0.8425	0.814	0.7325	0.766666666666667	0.83	0.796666666666667	0.865	0.77	0.77
"ERR1624565"	0.3625	0.453333333333333	0.46	0.4325	0.4925	0.47	0.48	0.363333333333333	0.47	0.396666666666667
"ERR1624567"	0.54375	0.584	0.6025	0.588333333333333	0.555	0.653333333333333	0.565	0.495	0.55	0.51625
"ERR1624570"	0.457142857142857	0.376	0.473	0.466666666666667	0.3475	0.426666666666667	0.385	0.36	0.523333333333333	0.43
"ERR1624536"	0.3	0.2575	0.235	0.2675	0.295	0.256666666666667	0.23	0.2675	0.246666666666667	0.235
"ERR1624537"	0.422857142857143	0.38375	0.34	0.4575	0.4125	0.444	0.437142857142857	0.445555555555556	0.476666666666667	0.483333333333333
"ERR1624538"	0.3775	0.276666666666667	0.362857142857143	0.31	0.3575	0.336666666666667	0.243333333333333	0.3	0.316666666666667	0.38
"ERR1624540"	0.48	0.426666666666667	0.47	0.458	0.411	0.516666666666667	0.444285714285714	0.42	0.431111111111111	0.4
"ERR1624541"	0.195555555555556	0.1625	0.17	0.176	0.192	0.143333333333333	0.155	0.135	0.1825	0.17875
"ERR1624543"	0.4275	0.3875	0.408571428571429	0.345	0.352	0.371	0.368571428571429	0.36	0.46	0.34
"ERR1624544"	0.6675	0.62375	0.677777777777778	0.64625	0.6475	0.7	0.687142857142857	0.635	0.678333333333333	0.68
"ERR1624546"	0.295	0.375	0.34	0.281666666666667	0.29625	0.3675	0.29	0.31	0.303333333333333	0.3275
"ERR1624548"	0.313333333333333	0.3575	0.352	0.36	0.305	0.39	0.3	0.3175	0.47	0.3975
"ERR1624551"	0.24125	0.203333333333333	0.335714285714286	0.2	0.23875	0.1875	0.258571428571429	0.1975	0.26125	0.16
"ERR1624557"	0.363333333333333	0.415	0.328	0.29	0.35875	0.3125	0.396666666666667	0.40875	0.31	0.38
"ERR1624558"	0.672857142857143	0.78125	0.72	0.67375	0.728333333333333	0.703	0.738571428571429	0.706666666666667	0.723333333333333	0.72
"ERR1624561"	0.60375	0.60875	0.583333333333333	0.69	0.5825	0.634	0.603333333333333	0.676	0.6975	0.68
"ERR1624563"	0.571111111111111	0.56125	0.42	0.5475	0.56	0.516666666666667	0.548571428571429	0.506666666666667	0.48	0.52
"ERR1624566"	0.3075	0.36	0.336666666666667	0.31	0.396666666666667	0.4125	0.355	0.303333333333333	0.36	0.33125
"ERR1624568"	0.405	0.365	0.44	0.451666666666667	0.425	0.43	0.415	0.488888888888889	0.401666666666667	0.483333333333333
"ERR1624569"	0.67	0.676666666666667	0.61	0.725	0.565	0.689	0.615	0.7	0.6725	0.58
"ERR1624571"	0.734285714285714	0.78	0.786666666666667	0.781111111111111	0.71625	0.7525	0.78	0.791111111111111	0.772222222222222	0.78
"ERR1624572"	0.71	0.67	0.71	0.6775	0.68125	0.72	0.698333333333333	0.605	0.618888888888889	0.72
"ERR1624573"	0.7	0.68125	0.68	0.75	0.645	0.59	0.75	0.69	0.618333333333333	0.72
