"Model_1"	"Model_2"	"Model_3"	"Model_4"	"Model_5"	"Model_6"	"Model_7"	"Model_8"	"Model_9"	"Model_10"	"Model_11"	"Model_12"	"Model_13"	"Model_14"	"Model_15"	"Model_16"	"Model_17"	"Model_18"	"Model_19"	"Model_20"	"Model_21"	"Model_22"	"Model_23"	"Model_24"	"Model_25"	"Model_26"	"Model_27"	"Model_28"	"Model_29"	"Model_30"	"Model_31"	"Model_32"	"Model_33"	"Model_34"	"Model_35"	"Model_36"	"Model_37"	"Model_38"	"Model_39"	"Model_40"	"Model_41"	"Model_42"	"Model_43"	"Model_44"	"Model_45"	"Model_46"	"Model_47"	"Model_48"	"Model_49"	"Model_50"	"Model_51"	"Model_52"	"Model_53"	"Model_54"	"Model_55"	"Model_56"	"Model_57"	"Model_58"	"Model_59"	"Model_60"	"Model_61"	"Model_62"	"Model_63"	"Model_64"	"Model_65"	"Model_66"	"Model_67"	"Model_68"	"Model_69"	"Model_70"	"Model_71"	"Model_72"	"Model_73"	"Model_74"	"Model_75"	"Model_76"	"Model_77"	"Model_78"	"Model_79"	"Model_80"
"ERR1624538"	0.5	0.556	0.533333333333333	0.626666666666667	0.64	0.51	0.45	0.58	0.51	0.64	0.49	0.5125	0.47	0.554	0.455	0.4875	0.61	0.505	0.465	0.48	0.555	0.48	0.553333333333333	0.45	0.595	0.528	0.517777777777778	0.483	0.535	0.535	0.56	0.5625	0.596666666666667	0.55	0.492	0.635	0.43	0.532857142857143	0.69	0.531428571428571	0.5225	0.533333333333333	0.52	0.58	0.57	0.526	0.56	0.532	0.5575	0.49	0.57	0.59	0.53	0.52625	0.65	0.53	0.56	0.52	0.57375	0.5525	0.47	0.4975	0.565	0.53	0.595	0.535	0.553333333333333	0.59	0.566666666666667	0.57375	0.514	0.553333333333333	0.526666666666667	0.555	0.575	0.52	0.665	0.546666666666667	0.556666666666667	0.516666666666667
"ERR1624540"	0.63	0.58	0.578333333333333	0.64	0.58	0.55	0.46	0.63	0.515	0.6	0.51	0.5375	0.53	0.482	0.505	0.5	0.553333333333333	0.535	0.4525	0.48	0.4775	0.486666666666667	0.543333333333333	0.5	0.53	0.504	0.482222222222222	0.467	0.55	0.51	0.605	0.5225	0.543333333333333	0.58	0.486	0.59	0.52	0.51	0.59	0.444285714285714	0.48	0.476666666666667	0.5	0.47	0.54	0.48	0.5225	0.52	0.49625	0.48	0.56	0.535	0.57	0.4625	0.595	0.514	0.503333333333333	0.526666666666667	0.5675	0.5175	0.59	0.50375	0.57	0.528	0.61	0.515	0.546666666666667	0.541428571428571	0.543333333333333	0.53375	0.502	0.515	0.503333333333333	0.567	0.575	0.55	0.54	0.535	0.513333333333333	0.488333333333333
"ERR1624541"	0.39	0.476	0.395	0.496666666666667	0.445	0.58	0.41	0.57	0.478333333333333	0.52	0.43	0.46625	0.42	0.412	0.405	0.345	0.436666666666667	0.355	0.3875	0.395	0.4175	0.406666666666667	0.443333333333333	0.36	0.455	0.438	0.402222222222222	0.385	0.415	0.355	0.425	0.4275	0.466666666666667	0.42	0.35	0.46	0.42	0.385714285714286	0.54	0.334285714285714	0.3775	0.346666666666667	0.442857142857143	0.39	0.405	0.42	0.4075	0.456	0.42375	0.38	0.44	0.545	0.51	0.355	0.485	0.398	0.463333333333333	0.523333333333333	0.39625	0.4525	0.49	0.3625	0.425	0.414	0.46	0.385	0.43	0.441428571428571	0.466666666666667	0.47375	0.446	0.396666666666667	0.363333333333333	0.471	0.45	0.398	0.435	0.42	0.446666666666667	0.37
"ERR1624543"	0.57	0.616	0.568333333333333	0.703333333333333	0.685	0.6	0.54	0.69	0.556666666666667	0.67	0.545	0.56375	0.5	0.562	0.49	0.4925	0.616666666666667	0.56	0.4725	0.51	0.545	0.486666666666667	0.54	0.51	0.55	0.556	0.553333333333333	0.476	0.57	0.595	0.705	0.54	0.616666666666667	0.61	0.584	0.635	0.49	0.515714285714286	0.54	0.532857142857143	0.5275	0.543333333333333	0.477142857142857	0.59	0.535	0.528	0.53	0.572	0.56	0.58	0.6	0.565	0.6	0.4975	0.63	0.556	0.506666666666667	0.503333333333333	0.625	0.585	0.56	0.5325	0.58	0.532	0.55	0.57	0.56	0.632857142857143	0.56	0.57875	0.526	0.625	0.54	0.59	0.6	0.601	0.6	0.566666666666667	0.543333333333333	0.53
"ERR1624544"	0.7	0.614	0.668333333333333	0.743333333333333	0.705	0.62	0.66	0.62	0.598333333333333	0.66	0.625	0.57	0.6	0.63	0.53	0.575	0.61	0.62	0.5025	0.605	0.565	0.516666666666667	0.618333333333333	0.62	0.615	0.632	0.603333333333333	0.505	0.625	0.62	0.7	0.565	0.56	0.6	0.594	0.615	0.55	0.57	0.53	0.554285714285714	0.5625	0.65	0.545714285714286	0.57	0.605	0.578	0.545	0.562	0.58	0.6	0.62	0.615	0.6	0.55875	0.67	0.606	0.586666666666667	0.56	0.63625	0.63	0.66	0.565	0.62	0.55	0.605	0.585	0.596666666666667	0.672857142857143	0.57	0.585	0.59	0.635	0.56	0.654	0.635	0.652	0.645	0.553333333333333	0.566666666666667	0.548333333333333
"ERR1624546"	0.47	0.494	0.45	0.496666666666667	0.495	0.41	0.46	0.53	0.483333333333333	0.52	0.465	0.45625	0.39	0.506	0.41	0.385	0.5	0.415	0.43	0.49	0.4475	0.42	0.455	0.47	0.515	0.46	0.507777777777778	0.433	0.435	0.535	0.49	0.42	0.516666666666667	0.5	0.396	0.485	0.44	0.452857142857143	0.49	0.417142857142857	0.4525	0.47	0.437142857142857	0.48	0.535	0.44	0.475	0.458	0.5225	0.38	0.51	0.53	0.51	0.42375	0.535	0.412	0.476666666666667	0.493333333333333	0.52125	0.53	0.53	0.4575	0.535	0.49	0.495	0.46	0.426666666666667	0.49	0.473333333333333	0.5275	0.46	0.503333333333333	0.42	0.508	0.52	0.516	0.52	0.453333333333333	0.493333333333333	0.448333333333333
"ERR1624548"	0.59	0.576	0.503333333333333	0.626666666666667	0.685	0.55	0.53	0.63	0.56	0.66	0.545	0.53125	0.52	0.574	0.5225	0.52	0.573333333333333	0.545	0.4225	0.53	0.52	0.463333333333333	0.588333333333333	0.51	0.565	0.544	0.526666666666667	0.473	0.555	0.57	0.615	0.525	0.586666666666667	0.57	0.488	0.575	0.47	0.491428571428571	0.51	0.487142857142857	0.5125	0.526666666666667	0.505714285714286	0.53	0.545	0.54	0.49	0.536	0.54875	0.57	0.6	0.635	0.59	0.50375	0.635	0.548	0.5	0.523333333333333	0.55875	0.5725	0.57	0.50375	0.57	0.518	0.515	0.5	0.546666666666667	0.628571428571429	0.543333333333333	0.5425	0.486	0.603333333333333	0.523333333333333	0.58	0.52	0.548	0.63	0.52	0.57	0.498333333333333
"ERR1624551"	0.53	0.518	0.505	0.59	0.54	0.51	0.52	0.58	0.546666666666667	0.52	0.47	0.46875	0.49	0.476	0.435	0.4325	0.443333333333333	0.475	0.4025	0.455	0.45	0.453333333333333	0.538333333333333	0.44	0.49	0.46	0.452222222222222	0.411	0.505	0.45	0.505	0.445	0.513333333333333	0.47	0.454	0.455	0.43	0.471428571428571	0.48	0.408571428571429	0.4075	0.466666666666667	0.465714285714286	0.5	0.505	0.496	0.5075	0.454	0.46125	0.5	0.53	0.545	0.55	0.41125	0.565	0.454	0.486666666666667	0.466666666666667	0.46875	0.5	0.47	0.46375	0.515	0.456	0.5	0.465	0.47	0.511428571428571	0.51	0.49875	0.476	0.498333333333333	0.45	0.529	0.515	0.497	0.535	0.453333333333333	0.463333333333333	0.463333333333333
"ERR1624557"	0.56	0.542	0.568333333333333	0.626666666666667	0.6	0.5	0.5	0.64	0.47	0.57	0.45	0.50375	0.57	0.532	0.4675	0.4925	0.536666666666667	0.565	0.4375	0.515	0.51	0.483333333333333	0.515	0.5	0.555	0.51	0.476666666666667	0.45	0.495	0.515	0.58	0.4875	0.536666666666667	0.54	0.446	0.55	0.47	0.482857142857143	0.54	0.46	0.49	0.493333333333333	0.5	0.53	0.535	0.51	0.5125	0.468	0.54375	0.52	0.52	0.545	0.57	0.46125	0.605	0.508	0.563333333333333	0.493333333333333	0.54	0.5225	0.39	0.51875	0.54	0.502	0.55	0.545	0.58	0.584285714285714	0.513333333333333	0.5275	0.45	0.553333333333333	0.503333333333333	0.541	0.515	0.528	0.605	0.483333333333333	0.503333333333333	0.483333333333333
"ERR1624558"	0.61	0.642	0.591666666666667	0.69	0.665	0.66	0.55	0.71	0.56	0.56	0.555	0.5525	0.57	0.522	0.485	0.51	0.543333333333333	0.52	0.4575	0.505	0.52	0.5	0.508333333333333	0.58	0.545	0.56	0.54	0.496	0.57	0.575	0.61	0.515	0.606666666666667	0.58	0.528	0.59	0.55	0.501428571428571	0.52	0.525714285714286	0.5175	0.486666666666667	0.515714285714286	0.46	0.555	0.528	0.5625	0.54	0.57125	0.5	0.6	0.565	0.55	0.51625	0.565	0.504	0.483333333333333	0.54	0.59625	0.5375	0.54	0.52125	0.455	0.528	0.585	0.585	0.593333333333333	0.565714285714286	0.536666666666667	0.52875	0.57	0.616666666666667	0.51	0.574	0.61	0.575	0.515	0.518333333333333	0.57	0.525
