SAMPLE_ID	Actinobacteria	Alphaproteobacteria	Bacilli	Bacteroidia	Betaproteobacteria	Chitinophagia	Chlamydiia	Chrysiogenetes	Clostridia	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Epsilonproteobacteria	Erysipelotrichia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Lentisphaeria	Limnochordia	Mollicutes	Negativicutes	Oligoflexia	Opitutae	Rubrobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Thermodesulfobacteria	Thermoleophilia	Thermomicrobia	Thermotogae	Tissierellia	Unclassified Actinobacteria Phylum	Unclassified Bacteroidetes Phylum	Unclassified Candidatus Saccharibacteria Phylum	Unclassified Cyanobacteria Phylum	Unclassified Firmicutes Phylum	Unclassified Planctomycetes Phylum	Unclassified Proteobacteria Phylum	Unclassified Verrucomicrobia Phylum	Verrucomicrobiae	Zetaproteobacteria
ERR1624553	3.199038071223942	1.4343882685260723	2.243671676530582	3.674312587399288	2.2411684274230583	0.0	1.2334052304100276	0.302603040156807	3.9244102222765673	2.3494792911117797	0.0	0.302603040156807	0.0	1.5941247785345916	2.3629622298656283	1.417993393739309	2.170436459801509	0.302603040156807	1.0820608225250556	1.494401155746151	0.0	1.1490448839467717	0.0	1.0442485415575784	0.0	0.0	0.0	0.0	0.0	0.6044174265854634	0.0	0.0	0.0	0.0	0.302603040156807	0.0	0.4792173837694382	2.714097443105753	2.020143662768497	2.4860037023112684	0.0	1.7020478299951203	0.0	1.3454208382609456	0.0
ERR1624554	2.2020672123535334	2.228010899065814	3.038744981261255	3.3319973739113484	1.0335371226693668	0.0	0.0	0.38028412401167055	3.9893432903936317	3.1297502929530525	0.0	0.0	0.38028412401167055	0.38028412401167055	0.903199305855951	0.7161042543322977	3.093055908419775	0.0	2.2914931454216574	2.391059532914478	0.0	0.0	0.38028412401167055	2.5186384949440206	0.0	0.0	0.0	0.0	0.0	0.38028412401167055	0.0	0.0	0.0	0.0	0.0	0.38028412401167055	0.0	0.0	1.5391974220979467	1.734121915414355	0.0	0.8196499421172901	0.0	1.4829944081210369	0.0
ERR1624555	3.550586726269496	1.0418855034428425	2.7628444962150573	3.087257289635813	1.1308357077722901	0.0	0.0	0.0	3.918690339518789	3.3490413968333277	0.0	0.0	0.0	0.9298972573227073	1.2676845140168305	0.35248375128679965	2.3399910313497663	0.35248375128679965	0.0	1.7858630234498352	0.0	0.0	0.35248375128679965	2.7163355250798213	0.0	0.0	0.0	0.6771216153398294	0.0	0.0	0.0	0.0	0.0	0.0	0.5444553057844965	0.0	1.5859887277093587	1.0418855034428425	1.0418855034428425	1.4740108295996583	0.0	0.5444553057844965	0.0	0.9298972573227073	0.0
ERR1624556	2.822747132608205	2.1548769488074093	3.7018560695534326	2.9396375250409736	2.25913965528462	0.0	1.703138100717132	0.8307760097194419	3.857869255065221	2.670043411369258	0.0	0.261192185935917	0.0	1.6661309207011856	1.8312357339284189	0.5408434400724145	2.6768802929562296	0.9660022663298934	0.0	2.9948314409310237	0.0	0.7095680117693636	0.7743868766168404	1.5313271426229595	0.0	0.0	0.0	0.7095680117693636	0.0	0.7743868766168404	0.0	0.0	0.0	0.0	0.42314851531426695	0.261192185935917	1.462995146132214	0.5408434400724145	2.2068053258256906	2.348003102434141	0.261192185935917	1.3348069740958726	0.0	2.139566464104654	0.0
ERR1624557	3.005869332493534	1.8637676030942418	2.3036447319659104	3.518101121842795	2.248421636878064	0.0	0.0	0.0	3.8936884646336507	2.6645693617451487	0.0	0.0	0.27641866637903717	1.3133582100575385	1.4561257476948142	0.8020120967227523	2.9843772860297393	2.479656705996326	0.9094757002539747	1.5633919763822122	0.0	0.0	0.0	3.3148095595237095	0.0	0.0	0.0	0.0	0.0	0.7363217009893546	0.0	0.0	0.0	0.0	0.4439861398837876	0.0	1.9454764796654878	0.0	2.021635923586019	1.9498358595182295	0.0	1.3493842844417399	0.0	1.7136526372250764	0.0
ERR1624558	2.9731813882978297	2.4554986402108954	3.7944534644638637	2.9441064579606286	1.938658828133334	0.0	0.7774260053778107	0.0	3.7064443650807117	3.1284978031224244	0.3005949940103793	0.0	0.0	0.47654115563651195	1.818686697589131	0.3005949940103793	2.775105351157484	0.0	0.7774260053778107	2.9316043431101235	0.0	0.0	0.47654115563651195	2.1326748755772043	0.3005949940103793	0.0	0.0	0.6014073253471383	0.0	0.698273792395729	0.0	0.0	0.0	0.0	0.0	0.0	1.8799546173113308	0.6014073253471383	0.6014073253471383	1.3793771054206376	0.0	2.197792162100343	0.0	1.7067168208633396	0.0
ERR1624559	2.6532151285673087	1.8268317756748753	3.188478022642955	3.524182678787677	1.8331707176225278	0.0	0.0	0.2981583354312632	3.7373562382030676	2.519299687576111	0.0	0.0	0.0	0.5977453489048097	1.9720222273700825	0.7733545464962722	3.0348451881348617	2.3726597365041133	0.0	3.5452009485375435	0.0	1.1707153742129683	0.0	1.875127477300746	0.0	0.0	0.0	0.6943661892489498	0.0	0.5977453489048097	0.0	0.0	0.2981583354312632	0.0	0.2981583354312632	0.0	1.9810690975244654	2.22215859268126	0.2981583354312632	2.4536501940390245	0.0	0.2981583354312632	0.0	0.0	0.0
ERR1624560	2.9718069418584165	1.7532511058946003	3.634022329641313	3.0031470792790462	2.014555345429926	0.0	1.122034555771499	0.0	3.5430477236875957	3.2018524453700477	0.0	0.0	0.0	0.5087003216443023	1.6687443495508076	0.5087003216443023	2.2281003745124357	0.3249269470173147	0.995857481821889	3.417226569218772	0.0	0.0	0.0	3.3030000273375597	0.8852934325397228	0.0	0.0	0.73659840091719	0.0	0.3249269470173147	0.0	0.0	0.0	0.0	0.9440844640693515	0.0	1.9324643807032227	0.0	0.0	1.157081931442982	0.0	2.4596765832947893	0.0	1.8784065910933774	0.0
ERR1624561	2.641743328192392	1.959167871265211	4.008314232396611	3.0832206864843767	2.19125856471093	0.0	0.0	0.0	3.477889724868913	2.6543041424217715	0.0	0.5529340489758249	0.0	0.8710159747108729	1.1417923508249104	1.0995023449776333	2.660450892097276	0.0	0.940345005748047	2.6181756726618213	0.0	0.0	0.35909388205830933	2.2788808120362325	0.35909388205830933	0.0	0.0	0.6864824350940972	0.0	0.6864824350940972	0.0	0.0	0.0	0.0	0.0	0.35909388205830933	0.6864824350940972	0.0	1.7793098138498022	1.708910370523083	0.0	0.8710159747108729	0.0	1.7603326691958245	0.0
ERR1624562	3.025696346468599	1.7592262773870597	3.81261972302619	2.7731704895652696	2.226371555641764	0.0	0.0	0.0	3.5858413986432773	2.9454993215091823	1.4998571280201478	0.29151020082721874	0.0	0.8286483207238283	1.3794737884919572	0.29151020082721874	3.1749963850309997	2.4279753825738397	0.29151020082721874	3.2071008265592766	0.0	0.5877008848076567	0.29151020082721874	1.6713447006089508	0.0	0.0	0.0	0.5877008848076567	0.0	0.5877008848076567	0.0	0.0	0.0	0.0	0.46438125105758815	0.0	1.6887030557852096	1.1581487351205961	0.29151020082721874	2.2238975755074346	0.29151020082721874	0.0	0.0	0.46438125105758815	0.0
ERR1624563	2.234024839505864	1.0337257565393203	4.0655435769238695	2.858448276651167	1.913347424924355	0.0	0.0	0.0	2.9887353321868044	2.0369586433290148	0.3475132769637058	0.0	0.0	0.5380554615850565	1.196211267879815	0.0	2.032041067901889	0.0	0.3475132769637058	3.4467494585745824	0.0	0.0	0.3475132769637058	1.6175872918430576	0.0	0.0	0.0	0.5380554615850565	0.0	0.3475132769637058	0.0	0.0	0.0	0.0	0.5380554615850565	0.0	0.6700432539477437	1.500352820269415	0.7711284275278851	2.0513858497123496	0.0	0.3475132769637058	0.0	1.1609283945232207	0.0
ERR1624564	3.0666800886169012	2.216319208639081	3.3078908195998222	3.469210212789684	1.355018212550426	0.0	0.0	0.6239746958660755	3.7199015334696894	3.0461957101612667	0.0	0.0	0.2556958055285787	0.0	1.7805325433012513	0.0	3.2265189942395587	0.0	1.756810020997125	2.962182003877394	0.0	0.0	0.2556958055285787	2.4446806651857727	0.6997316482912486	0.0	0.0	0.2556958055285787	0.0	0.6239746958660755	0.0	0.0	0.0	0.0	1.1407620285064886	0.0	0.6239746958660755	0.0	2.366809967038301	2.431990267633084	0.0	1.1652395737516172	0.0	2.7849966989156174	0.0
ERR1624565	2.870074640890308	1.2168700957796004	3.3638187997846596	3.504014281113251	1.831192260034981	0.0	0.4198113607800749	0.5370238784179774	3.775093089296808	2.885541140196095	0.0	0.8760158380042169	0.0	0.5370238784179774	1.6834491340628506	0.9207005714284566	2.8609132688328773	0.0	2.0577582789799607	3.335843419363071	0.0	0.0	1.0640578592639667	2.090555825969735	0.4198113607800749	0.0	0.0	0.25877202268183563	0.0	0.5370238784179774	0.0	0.0	0.25877202268183563	0.0	0.8760158380042169	0.0	0.7052489735126329	0.4198113607800749	2.2189074160505435	2.4426942242318703	0.0	1.8042849126600533	0.0	1.7384725611344256	0.0
ERR1624566	3.0031433715930573	1.5599965086003094	2.957203093839385	3.2083113451412437	2.14056409203725	0.0	0.0	0.0	3.9795322487848677	2.685628381808385	0.25586165782340203	0.0	0.0	0.9149770190447231	1.2516701722696362	0.8206679889802916	3.3096320642393624	0.0	0.0	1.8247788435306584	0.0	0.0	0.0	2.64339008363981	0.25586165782340203	0.0	0.0	0.8703774444441155	0.0	0.25586165782340203	0.0	0.0	0.4157888852485028	0.0	0.0	0.0	2.297544072875778	0.0	2.396120920431075	1.786632626376975	0.0	0.25586165782340203	0.0	1.2316955944837553	0.0
ERR1624567	2.9516580968338517	1.4788080602098241	3.4042171856923735	3.2849233615850917	1.67131051932597	0.0	1.276875178353225	0.32631022932793124	3.886435444958492	2.8725739258471323	0.0	0.0	0.0	0.5105114673123735	1.25037420995918	1.0863152895462915	3.3278986372075408	0.32631022932793124	1.1919641927182087	2.508400544724236	0.0	0.0	0.6394490995465743	1.4274394040442853	0.32631022932793124	0.0	0.0	0.32631022932793124	0.0	0.0	0.0	0.0	0.8875750671499862	0.0	0.5105114673123735	0.0	2.061555152413677	0.32631022932793124	1.9780411651358385	2.2419959990301352	0.32631022932793124	0.32631022932793124	0.0	1.222150436984597	0.0
ERR1624568	3.224935405530669	1.7425791850546544	2.9526197654573254	3.5716641826179183	1.916043828521734	0.0	1.9550939410655614	0.0	3.8355772804918145	2.7354505384837355	2.28972762814265	0.36029319350495437	0.0	1.1437686140870262	1.38495282921918	0.36029319350495437	2.411940316695888	1.7323053204864325	1.250453956590079	3.320856260003529	0.0	0.0	0.36029319350495437	0.9422307755338506	0.6881745044675567	0.0	0.0	1.1014629276448291	0.0	0.8728595359879445	0.0	0.0	0.7902611600599384	0.0	0.0	0.0	1.054586933767431	0.6881745044675567	1.5053935752120589	2.207525116527981	0.0	1.0020322190505453	0.0	0.9422307755338506	0.0
ERR1624569	2.5340264570353495	1.5087518726124243	3.6389742240467005	3.2342122301419223	2.1803267286355967	0.0	0.0	0.0	3.6018674189004374	2.076372637889809	0.0	0.2960238377417215	0.4704334711757579	1.1046556705600805	1.2914684194997699	0.4704334711757579	2.4229361887376792	0.0	0.7697753044999848	3.7081837533156934	0.0	1.4526784829013606	0.2960238377417215	2.572019337251274	0.0	0.0	0.0	0.5945289468785433	0.0	0.5945289468785433	0.0	0.0	0.0	0.0	0.0	0.0	1.8029993765069345	0.0	2.1513675651904363	1.8651263910799192	0.0	1.0699587518053968	0.0	1.2914684194997699	0.0
ERR1624570	3.3961686907126656	1.59404516373307	3.6501963960347603	3.300551938873288	1.7862994020998617	0.0	0.7075876052939664	0.0	3.793956336698152	2.8378835389416355	0.0	0.0	0.0	0.9638071509772684	0.9638071509772684	0.9638071509772684	2.322447629332366	0.0	0.0	2.2932367561227642	0.0	1.0239576359120584	0.0	1.5627103861226823	0.0	0.0	0.0	0.8939655200516387	0.0	0.5721126409967703	0.0	0.0	0.3741496136335238	0.0	0.5721126409967703	0.0	1.8817863451661274	0.0	0.5721126409967703	2.1598893771742462	0.0	0.7075876052939664	0.0	2.176016273996621	0.0
ERR1624571	3.177532910991662	0.33473120030910125	3.577773706077362	3.115687094329888	1.6315421120869193	0.0	0.0	0.0	3.767565348694894	2.9932991582339463	0.0	0.0	0.0	0.0	1.3168813254694178	0.9604547232108842	1.4940973704936642	0.0	2.643454428604023	3.3441532594230017	0.0	0.0	0.0	2.782529355562454	0.0	0.0	0.0	0.33473120030910125	0.0	0.33473120030910125	0.0	0.0	0.0	0.0	0.6516792671836311	0.0	1.0588973887451212	0.0	1.100846063782471	1.012459386952741	0.0	0.8329494844921909	0.0	0.6516792671836311	0.0
ERR1624572	3.307582525337048	1.9951952095633338	3.348014067821107	3.629314105028801	2.2370722658702293	0.0	0.0	0.0	3.750748635649989	2.911928188725006	0.0	0.0	0.0	1.2033838676351154	2.4376991232269014	0.3327941946714401	2.342096330683342	0.0	1.5217829061319181	2.4777838729495034	0.0	0.6488755316659596	0.3327941946714401	0.7487342141582959	0.0	0.0	0.0	0.3327941946714401	0.0	0.0	0.0	0.0	0.0	0.0	0.5189774155418515	0.0	0.0	2.4340321303777506	2.1578146463186374	2.1177652622684175	0.0	0.7487342141582959	0.0	2.291474847510299	0.0
ERR1624573	3.042357354664897	2.096560902234269	3.942663653160835	2.987307126787532	2.359549374991826	0.0	0.0	0.0	3.370844490357155	3.1998632861715106	0.0	0.31175306790277696	0.31175306790277696	0.0	0.8633215237111789	0.0	2.552605842094758	0.0	0.7160020928929068	1.890139931469039	0.0	0.0	0.31175306790277696	3.0625616359969636	0.0	0.0	0.0	0.6180469213161995	0.0	0.31175306790277696	0.0	0.0	0.0	0.0	1.060696426471207	0.0	1.6834958012358097	0.7958787165724324	1.0986423006686385	1.4976191504813565	0.0	0.0	0.31175306790277696	0.0	0.0
ERR1624574	3.4841512217696597	1.3723685929459744	2.8924409581348467	3.27502440859002	2.10386719746315	0.0	0.0	0.2878995565974701	3.7072539538713634	2.8892903187482233	0.0	0.0	0.0	1.017215805876499	1.7372317069126428	0.0	3.6480130125663184	0.0	1.1214180615317821	1.9947809110543853	0.0	0.7560413194771444	0.4595242768658934	2.0773499783455724	0.0	0.0	0.0	0.9760716745581909	0.0	0.0	0.2878995565974701	0.0	0.0	0.0	0.7560413194771444	0.0	2.335177138799737	0.7560413194771444	0.0	2.084132611452406	0.0	0.0	0.0	0.0	0.0
ERR1624575	2.927976732181343	0.9699238145637235	2.448212111331	3.3813410313869867	2.3004902985992577	0.0	0.0	0.0	4.05898772418083	2.262664156612051	0.0	0.0	0.3404697809328242	1.3944970094315456	0.7604615166718209	1.110633282070022	2.7980966940301015	0.0	0.0	1.37314121969455	0.0	0.0	0.6599530981111008	2.4216345301645066	1.1841674962925974	0.0	0.3404697809328242	0.0	0.0	0.5289499595981542	0.0	0.0	0.0	0.0	0.5289499595981542	0.0	0.0	0.3404697809328242	2.019287731623869	2.287355940902352	0.0	1.9723421582597815	0.0	1.931961997677823	0.0
ERR1624576	3.395755419761245	1.4997980634186143	2.3610859917767075	3.3891033454786004	1.9922249280057303	0.0	0.0	0.44723171083595986	3.9324970252235256	3.1382276702563647	0.0	1.2356363916746782	0.0	1.0719869031542673	1.7544609253863537	0.6628475268026366	3.0537306802662334	0.0	0.0	1.608637818249605	0.0	0.44723171083595986	1.3874997370641284	2.0001134612234845	0.806276675756187	0.44723171083595986	0.0	0.44723171083595986	0.0	1.1876278868774015	0.0	0.0	0.0	0.0	0.0	0.0	1.6628699476887023	0.0	1.9139270620629962	1.645534283906854	0.0	0.44723171083595986	0.0	1.4184115247015676	0.0
ERR1624577	3.1888550575620314	1.1033799038240608	2.3917109553187066	3.6182626112586362	2.434190362209627	0.0	1.6515546589197054	0.0	3.9238011848705523	2.8572047013249553	0.0	0.0	0.0	1.2196757562866312	1.030991221085406	1.1033799038240608	2.921538922162832	1.494057128298718	0.0	1.6322609671319221	0.0	0.0	0.0	2.531403241723564	0.0	0.0	0.0	0.0	0.0	0.2953400426383021	0.0	0.0	0.2953400426383021	0.0	0.5934968600856644	0.0	1.1933894244472976	0.0	1.902499944302547	1.7446230103367502	0.0	0.5934968600856644	0.0	1.1933894244472976	0.0
ERR1624578	3.1586259364839533	1.9546016105745372	3.2297662559603943	3.144837857734361	1.9402072288252303	0.0	0.4709512112689928	0.0	3.8481661692168285	3.2285121717510643	0.0	0.0	0.4709512112689928	0.8371489058453421	1.68986947811724	0.0	3.475868170593124	0.0	0.0	1.1954181031889828	0.0	0.0	0.4709512112689928	2.3904228720216816	0.0	0.0	0.0	0.7704249015286064	0.0	0.5951124923072729	0.0	0.0	0.0	0.0	0.6915553630464664	0.0	0.8371489058453421	0.0	0.29641070046565443	1.731245100704127	0.0	0.0	0.0	0.0	0.0
ERR1624579	2.5406511994982974	1.3712909569008283	2.7176652896355242	3.6282129422543297	2.1822791012322256	0.0	0.7232926184668628	0.0	3.976350323515764	2.9188995018812736	0.0	0.0	0.0	0.8034583337063892	0.6249017046973394	1.3074118283095746	2.339683382482775	0.7232926184668628	0.0	2.6676187421163795	0.0	0.0	0.3163904988389211	1.5478253188075135	0.0	0.0	0.0	0.6249017046973394	0.0	0.6249017046973394	0.0	0.0	0.0	0.0	0.4974835229717973	0.0	1.7371940615411718	2.16986388603768	2.2527379937377487	1.6205122343918448	0.0	1.409190335893611	0.0	1.560816346771896	0.0
ERR1624580	3.2506861324046255	1.2806049797722328	2.584693872117941	2.502870089159073	2.304708001288261	0.0	0.0	0.0	4.05993546391773	3.2083468544365346	0.0	0.0	0.6642877979867949	1.1631875275026895	1.559407194800038	0.8650097098524547	2.847793129169573	0.0	0.4484151843842789	1.4627843790122257	0.0	0.0	0.0	1.7128791892773034	0.0	0.0	0.0	0.0	0.0	0.7419620718208906	0.0	0.0	0.0	0.0	0.27968027690538383	0.0	0.0	0.0	1.9778245290480043	1.673085273304503	0.0	0.0	0.0	1.673085273304503	0.0
ERR1624581	2.7077266565368188	1.4944137377280704	2.9287195903833774	3.54298106207984	1.3147539764475817	0.0	0.0	0.84780236248919	3.917363918802229	3.180832083056826	0.0	0.0	0.9322025327195828	1.2460118795308068	1.4501992131547763	0.7429444528544783	2.9932669619648946	2.0345326456797372	0.7429444528544783	1.8574155058899098	0.0	0.0	0.7429444528544783	2.4860166582145427	0.3998348010965318	0.0	0.0	0.6044271929784047	0.7429444528544783	0.9322025327195828	0.0	0.0	0.0	0.0	0.7429444528544783	0.3998348010965318	1.4944137377280704	0.0	1.7551462440466614	2.648568570937865	0.0	1.164304669453164	0.0	1.6514428089570592	0.0
ERR1624582	2.671415862447002	2.473886170142763	1.922385782661209	3.70873357054972	2.5205336339385327	0.0	1.8937800607609518	0.0	3.916372995564507	2.7683052447769465	0.2761270314752702	0.2761270314752702	0.0	1.0323761794079922	1.682080193233052	1.713045008418237	1.2734844800627403	2.1134045999499036	0.2761270314752702	1.8302085759546576	0.0	1.156190271980368	1.80676723476994	1.7819880784230697	1.156190271980368	0.0	0.0	0.2761270314752702	0.0	0.0	0.0	0.0	0.0	0.2761270314752702	0.8014902867318934	0.0	1.713045008418237	2.720358424869707	2.15584288520517	2.596184424632166	0.0	0.8585255088574665	0.0	1.4817569993802586	0.0
ERR1624583	3.417677719257042	1.2665555198673495	1.9510440635766124	3.1860542391596463	1.7654832753423244	0.0	0.0	0.0	4.023664353519291	3.096027402448652	0.0	0.2946348342909895	0.6886920501899799	0.0	0.46857327332951704	0.5924315847943334	2.220186685607892	0.0	0.0	1.6594901416190602	0.0	0.0	0.2946348342909895	2.0125433310175556	0.8918358862458388	0.0	0.0	0.6886920501899799	0.0	0.2946348342909895	0.0	0.0	0.0	0.0	0.46857327332951704	0.2946348342909895	1.4025901911202838	0.46857327332951704	1.1920507470464836	2.504349746566716	0.2946348342909895	0.7674397241515472	0.0	0.9428073997836274	0.0
ERR1624584	3.6216928893651006	0.2555669621392332	2.149876667217528	3.1532558600400944	2.3107147448782484	0.0	0.2555669621392332	0.0	3.960094733535941	2.876069926258502	0.0	0.2555669621392332	0.2555669621392332	0.9918207934342511	1.529559369438361	1.0869678338480464	2.809142275856261	0.4153810045740699	0.2555669621392332	1.6460695453281484	0.0	0.0	0.0	1.813565423661159	0.0	0.0	0.0	0.4153810045740699	0.0	0.4153810045740699	0.2555669621392332	0.0	0.2555669621392332	0.0	0.4153810045740699	0.0	1.844508189760252	0.4153810045740699	0.9918207934342511	1.4630374263719574	0.0	0.4153810045740699	0.0	1.9134074616278407	0.0
