bugName	pval	p1M	p6M	s1M	s6M	Adjustedpval	Adjustedp1M	Adjustedp6M
Unclassified Candidatus Saccharibacteria Phylum	0.0647734284474585	0.0327962703463424	0.823911402398443	0.22630065535581	-0.0292509511054165	0.245218591706857	0.130599058914042	0.904471118807159
Pseudomonadaceae	0.0650200811343938	0.033479537564468	0.102949906297003	0.204301929950907	0.200231697030777	0.245218591706857	0.130599058914042	0.452979587706811
Neisseriaceae	0.074837620898405	0.0251032366921545	0.300328201375193	0.127785243586308	0.0732198742143845	0.267508603250967	0.114263008391876	0.619433280498617
Heliobacteriaceae	0.0754937726190039	0.044219867423004	0.781140640063302	-0.135842800774109	0.024425323880366	0.267508603250967	0.149667243585552	0.904471118807159
Moraxellaceae	0.077010052451036	0.0247648998267541	0.469203408377745	0.199584567050106	0.0803839579703665	0.267508603250967	0.114263008391876	0.703805112566618
Acidothermaceae	0.080208135069737	0.154190883508421	0.232437734853401	0.0782517715304239	-0.0874206912308335	0.267914887626691	0.350917183157096	0.619433280498617
Porphyromonadaceae	0.0811863295838458	0.0397852512496612	0.863756404024181	0.209044385345324	-0.0218823182902011	0.267914887626691	0.143367445238099	0.919482623638644
Unclassified Tenericutes Phylum	0.0834459954294295	0.0325147611496785	0.861339207966653	-0.451376147062008	-0.0470832371323342	0.268655399919139	0.130599058914042	0.919482623638644
Desulfovibrionaceae	0.0908851727704101	0.142568532063852	0.0426430336805191	0.320856998828359	0.598814013220155	0.285639114421289	0.330158705832079	0.312715580323807
Pelagibacteraceae	0.106926761902965	0.550644017485522	0.0859767538806665	-0.0528605560368808	0.208461377319103	0.328240292353287	0.781559250624612	0.391342465939586
Bradyrhizobiaceae	0.112933111563665	0.0385846452389977	0.433456162573752	-0.0772132534820277	-0.0363226915698003	0.338799334690995	0.143367445238099	0.689226668491637
Veillonellaceae	0.117303332943141	0.0401863293470428	0.439569170434834	0.474512075405593	0.2303091775802	0.343234563341042	0.143367445238099	0.689226668491637
Listeriaceae	0.119612044800666	0.925793153733936	0.0556922372765311	-0.00433105541707336	0.117936826999844	0.343234563341042	0.96224170309354	0.323541166674777
Thermodesulfobiaceae	0.124335278364472	0.0437586828996104	0.356468009424907	-0.253615468412189	-0.1519283270094	0.349196952002346	0.149667243585552	0.635861854649833
Verrucomicrobiaceae	0.127733076373857	0.1980376202302	0.0563745972236354	0.0477586970752481	0.0960191885766349	0.351265960028106	0.421628481780426	0.323541166674777
Methanobacteriaceae	0.132150571371537	0.222375111990525	0.271139183782389	-0.207171928984926	0.2508977601301	0.355997457572305	0.450085168766084	0.619433280498617
Unclassified Bacteroidia Class	0.143672103920405	0.0770168935388458	0.824989891686484	0.111001539630952	-0.0179534989811006	0.371649375228516	0.225916221047281	0.904471118807159
Bifidobacteriaceae	0.146300175670516	0.0531335425365478	0.635235434162838	-0.49640582747258	-0.157321931627567	0.371649375228516	0.175340690370608	0.80626035874514
Unclassified Chloroflexi Phylum	0.146407329635476	0.107762884726133	0.112901772461239	-0.104479730208261	-0.13207934136591	0.371649375228516	0.288813212524458	0.480743031125276
Lactobacillaceae	0.161951189785238	0.0642686647845329	0.309716640249309	0.263559214483378	0.186793631177242	0.401037205057571	0.20198723217996	0.619433280498617
Coriobacteriaceae	0.164060674796279	0.0601666954389211	0.598372133635757	-0.457701678719395	-0.167293809131834	0.401037205057571	0.193707409705795	0.773533869910365
Syntrophaceae	0.168222566681656	0.383978345710789	0.197291349507527	-0.0915717756311375	0.183572239141862	0.403734160035975	0.649809508125951	0.619433280498617
Halomonadaceae	0.18124322881697	0.25660083137791	0.081745100013599	-0.0476353845999302	-0.0952592143445033	0.42721618221143	0.490888546983828	0.385369757206967
Unclassified Gammaproteobacteria Class	0.191510493369193	0.0903945242624307	0.231334709590472	0.119814175768304	0.1121389673318	0.443497984644447	0.259392982666105	0.619433280498617
Sinobacteraceae	0.199909190678672	0.0946227611577885	0.25242698642393	0.0546280122689157	0.0473768656835652	0.448178721088156	0.265749031336768	0.619433280498617
Unclassified Alphaproteobacteria Class	0.200322307153039	0.13049816226341	0.689643679618763	-0.0903008035639207	0.0312288782617638	0.448178721088156	0.317996042793744	0.845241516364393
Campylobacteraceae	0.205683202803443	0.111586923020813	0.207468198642651	0.0921384533549738	0.092904818413573	0.452503046167575	0.288813212524458	0.619433280498617
Morganellaceae	0.215366946436841	0.127415951016802	0.190389841706061	0.087414456161817	0.096778963901624	0.466039949666606	0.31733784026826	0.619433280498617
Dysgonamonadaceae	0.227428215576839	0.173015988267993	0.574753394695931	0.0912100941042187	-0.0483312076086342	0.480970310025898	0.380635174189585	0.773533869910365
Ignavibacteriaceae	0.229554011603269	0.10396710742084	0.305552849259825	-0.0731762193672748	-0.0589377358622214	0.480970310025898	0.285909545407309	0.619433280498617
Unclassified Bacteroidales Order	0.243128780005328	0.262912566263511	0.40490327091397	0.134650926488116	-0.130996922326882	0.50145310876099	0.491764234048708	0.667963599918028
Hymenobacteraceae	0.262627452128652	0.171033693467221	0.719570244773023	0.152868765820917	-0.0530808086141406	0.511153805387942	0.380635174189585	0.863484293727627
Ferrimonadaceae	0.264486214531729	0.140509722822252	0.260018512768232	0.0428641022338022	0.0417049625903627	0.511153805387942	0.330158705832079	0.619433280498617
Desulfobacteraceae	0.267498389410665	0.250907346219511	0.465188992562308	0.0388245249330515	-0.0314763706617828	0.511153805387942	0.487055436779051	0.703805112566618
Peptoniphilaceae	0.270295877175666	0.265689337913204	0.443820203195373	0.18975620072233	-0.166586031694351	0.511153805387942	0.491764234048708	0.689226668491637
Rhodothermaceae	0.272264807915774	0.109862258062714	0.571820128944266	-0.122967863082518	-0.0551011119121999	0.511153805387942	0.288813212524458	0.773533869910365
Caulobacteraceae	0.272483018400534	0.330235755121147	0.127955618757613	-0.0401996607442827	-0.0816400542201887	0.511153805387942	0.581214929013219	0.511822475030453
Sphingobacteriaceae	0.278930330124563	0.440733282189448	0.11793582578831	0.024583089041947	0.0663908038004496	0.511153805387942	0.715292100621626	0.486485281376778
Unclassified Flavobacteriales Order	0.281563060822879	0.123806268865501	0.397621705320646	0.118612304581688	0.0824558046058665	0.511153805387942	0.314277451735502	0.667963599918028
Geobacteraceae	0.282683543888786	0.205126833704349	0.183888002641527	-0.139841429124684	-0.196005453041283	0.511153805387942	0.429789556332921	0.619433280498617
Acetobacteraceae	0.292578509943846	0.525224958436121	0.246425275451365	-0.040172644899137	0.0948412206241739	0.519028650849017	0.764273003482328	0.619433280498617
Unclassified Cyanobacteria Phylum	0.294902642527851	0.454461429909954	0.291619271181796	-0.0730371728507903	0.136787401076877	0.519028650849017	0.722757936724264	0.619433280498617
Unclassified Bacteroidetes Phylum	0.314006179909452	0.53199511144568	0.27331637555813	0.0807851569878515	-0.190767400785546	0.541951548453695	0.764273003482328	0.619433280498617
Unclassified Mollicutes Class	0.316138403264655	0.13249835116406	0.600021733440019	-0.0754442683853166	-0.033288436717356	0.541951548453695	0.317996042793744	0.773533869910365
Anaerolineaceae	0.336645940328522	0.922843452355491	0.175410646078248	-0.00466920127640779	0.0858035287990024	0.569708514402114	0.96224170309354	0.619433280498617
Synergistaceae	0.345455252771109	0.946158703364562	0.16425979571831	0.00423840918067555	0.113950074974981	0.577216371718814	0.968890829226004	0.619433280498617
Bacteroidaceae	0.362692302802913	0.217153266904801	0.283143046399814	0.264438047316837	0.303961597760873	0.598442299624806	0.447878612991152	0.619433280498617
Acidaminococcaceae	0.391135732483368	0.532675123639198	0.343611438747283	-0.184530706352366	0.3714290021593	0.637406378861784	0.764273003482328	0.635861854649833
Mycoplasmataceae	0.396738058156767	0.712056727978685	0.263379642564932	0.0239508055944125	-0.0940586534548036	0.638651508252356	0.86230723021272	0.619433280498617
Barnesiellaceae	0.423796543273055	0.648524750950389	0.32342201781021	-0.0614726185034785	0.180485736567117	0.673989683277629	0.835238254324172	0.620854086726619
Unclassified Synechococcales Order	0.438767832759857	0.391563092813372	0.540312327059921	-0.124621372780751	0.118178915939409	0.682464783170894	0.654257319637533	0.758736459275633
Unclassified Betaproteobacteria Class	0.441132800823505	0.748932307114321	0.207073992330339	-0.0476771914044314	-0.255895539748816	0.682464783170894	0.874858978222039	0.619433280498617
Eggerthellaceae	0.445226789561202	0.494875613306447	0.430076131123658	0.0798773504403266	-0.121932927297341	0.682464783170894	0.750845758120127	0.689226668491637
Helicobacteraceae	0.454487191633468	0.655391956139426	0.213364942859707	-0.0232985835514347	-0.0843666546617246	0.682464783170894	0.835238254324172	0.619433280498617
Flammeovirgaceae	0.454976522113929	0.615981236819954	0.353733011390233	0.0153304827339802	-0.03657339325255	0.682464783170894	0.821273042878455	0.635861854649833
Odoribacteraceae	0.463996564520794	0.225042584383042	0.549708871723321	0.224843923905142	0.145951889147958	0.687659935404454	0.450085168766084	0.763806011236615
Sutterellaceae	0.471728808052645	0.228560916189592	0.796120031312266	0.191668226393387	0.0543848114810639	0.687659935404454	0.450299118463077	0.904471118807159
Prevotellaceae	0.474068591831858	0.987323866601616	0.257846354126763	0.00298971739881828	-0.289333206128534	0.687659935404454	0.988341549402791	0.619433280498617
Unclassified Coriobacteriia Class	0.493072263723906	0.271960523375422	0.981444297451019	-0.194183406476649	0.0054653373617515	0.703946809889035	0.491764234048708	0.982129460567449
Vallitaleaceae	0.495962525149093	0.490132330792483	0.255131679928645	-0.0459972410161003	-0.103105820905998	0.703946809889035	0.750845758120127	0.619433280498617
Unclassified Tissierellia Class	0.502361323271198	0.780169183261654	0.324537363516187	-0.0203830046659776	0.0930635762266755	0.705443560338278	0.89549854078729	0.620854086726619
Peptostreptococcaceae	0.52889923452652	0.948817533830487	0.282070951857179	0.0120496463182834	0.270108384157298	0.729447418777995	0.968890829226004	0.619433280498617
Rhodospirillaceae	0.537193501710693	0.270363135589986	0.661901524325456	-0.0493705399482927	-0.0250525633928275	0.729447418777995	0.491764234048708	0.832104773437716
Thermotogaceae	0.540670325151139	0.67413428095502	0.272152701727408	0.0281646295692635	0.0981049331349006	0.729447418777995	0.839487972510025	0.619433280498617
Unclassified Planctomycetes Phylum	0.550009541787455	0.347671421045518	0.829144867255673	-0.0317931905985341	0.00940778780804845	0.729447418777995	0.603850362868532	0.904471118807159
Nocardioidaceae	0.556454577330499	0.745347857215835	0.283169020734217	0.0124225120192058	0.0531686052529856	0.729447418777995	0.874858978222039	0.619433280498617
Xanthomonadaceae	0.557632703893845	0.708616832853972	0.404924352832299	0.0185577298563303	-0.0544038958640934	0.729447418777995	0.86230723021272	0.667963599918028
Unclassified Cytophagales Order	0.558137797701345	0.573374200393427	0.295830923610717	0.0521074971816842	0.126420318406963	0.729447418777995	0.788493146030058	0.619433280498617
Oscillospiraceae	0.579206667721695	0.909150787859223	0.352074500562278	-0.0232242766382911	0.255397941094809	0.746553142094654	0.962215854250758	0.635861854649833
Unclassified Burkholderiales Order	0.582537679058708	0.310763747833918	0.603590822733088	0.102681030918582	0.0692968330380431	0.746553142094654	0.554335333974016	0.773533869910365
Petrotogaceae	0.604606315296354	0.664394065939682	0.323225304430568	0.0283218910726158	0.0845855768827512	0.760851726996356	0.835238254324172	0.620854086726619
Hungateiclostridiaceae	0.605222964656192	0.954210665146822	0.338189812123757	-0.00558132931741283	-0.121625412710121	0.760851726996356	0.968890829226004	0.635861854649833
Unclassified Actinobacteria Class	0.629719018685522	0.398823258102008	0.882454544858304	0.0526493212510765	-0.0120310384668227	0.784178400627253	0.658058375868313	0.920344178267276
Ectothiorhodospiraceae	0.656350644679596	0.663383358761731	0.534271911971315	-0.0290464612722058	0.0533213166394025	0.802846079417376	0.835238254324172	0.758321423443157
Emcibacteraceae	0.656874064977853	0.597360547540099	0.599455646749754	0.0135199910322094	-0.0178589640506707	0.802846079417376	0.804608084441766	0.773533869910365
Unclassified Coriobacteriales Order	0.671470087771862	0.378107662791876	0.826956000945958	-0.102600911589952	-0.0334050526605219	0.808439894451622	0.648184564786073	0.904471118807159
Unclassified Lactobacillales Order	0.684143218216999	0.86071026642214	0.391243347546077	0.0233621511688863	0.14740444451928	0.808439894451622	0.946781293064354	0.667963599918028
Unclassified Corynebacteriales Order	0.689156880620628	0.890945362247717	0.399543579461366	-0.013024345969073	-0.106141969752881	0.808439894451622	0.96079862686588	0.667963599918028
Leuconostocaceae	0.694480405317279	0.472714907077035	0.509874245426936	0.0691532266318669	0.081919819728858	0.808439894451622	0.734098443931395	0.747815559959506
Leptotrichiaceae	0.700654321547336	0.461186655134595	0.889838445308988	0.0611503372428982	-0.0148630741164559	0.808439894451622	0.724721886640078	0.920344178267276
Rikenellaceae	0.706055751301863	0.728273685319996	0.409886754495153	0.0802247613111963	0.254742775252666	0.808439894451622	0.866055193353509	0.667963599918028
Christensenellaceae	0.710662785931381	0.517931490665417	0.486447129360872	0.0898637850154013	0.12935006334537	0.808439894451622	0.764273003482328	0.721472146917248
Sporomusaceae	0.71284665591818	0.444348123113434	0.603587355859226	-0.0284879717493602	-0.0251009593145447	0.808439894451622	0.715292100621626	0.773533869910365
Unclassified Clostridia Class	0.716571724627574	0.801451179969411	0.523296160198844	0.0421400928952733	-0.143708385717738	0.808439894451622	0.911996170310019	0.750816229850516
Tannerellaceae	0.726923167164358	0.622176547635193	0.452817618196341	0.109670568319414	0.223143440660895	0.813168288692332	0.821273042878455	0.695022390719965
Muribaculaceae	0.74837880517952	0.51531064436134	0.892454960744025	0.107358143465539	-0.0298468155811861	0.830134472972241	0.764273003482328	0.920344178267276
Eubacteriaceae	0.779871385861316	0.570653821474111	0.559613707003508	0.0777743907895027	0.10762910104377	0.857858524447448	0.788493146030058	0.769468847129823
Euzebyaceae	0.797837087200487	0.708548105797498	0.52011699377793	0.0149490339427355	0.0333474059816112	0.870367731491441	0.86230723021272	0.750816229850516
Rubrobacteraceae	0.841258297504694	0.573449560749133	0.745275246942338	-0.0189050976156844	-0.0139750996483023	0.910213895660817	0.788493146030058	0.877607664572713
Unclassified Proteobacteria Phylum	0.850831673908539	0.585405339254325	0.75128534921755	0.0732393693553013	0.0564524538564733	0.913087650048188	0.796634069913101	0.877607664572713
Selenomonadaceae	0.890326685657271	0.649774638296313	0.982129460567449	-0.0561990393107443	-0.00372924117504469	0.947767116989999	0.835238254324172	0.982129460567449
Planctomycetaceae	0.907203445194794	0.760300669513213	0.691561240661776	-0.0116785713314314	-0.0199874619919393	0.948819920765361	0.880348143646878	0.845241516364393
Paenibacillaceae	0.913085356918161	0.911189255919278	0.673495339509859	0.0195153446958371	0.0987587811319729	0.948819920765361	0.962215854250758	0.838692309578315
Unclassified Rhizobiales Order	0.917883198286871	0.89528962957957	0.744234229390127	-0.00501730454480215	0.01597400582	0.948819920765361	0.96079862686588	0.877607664572713
Staphylococcaceae	0.921279505275427	0.822261486517585	0.698446162493965	-0.0337641146681595	-0.0750845028129377	0.948819920765361	0.919817934070519	0.84582471054315
Cytophagaceae	0.933519879918965	0.846807542477891	0.818750621862914	0.00824836748434549	-0.0130590166674647	0.948819920765361	0.939315929471274	0.904471118807159
Sphingomonadaceae	0.934443861359826	0.725355539903273	0.835950579503587	0.0112053154366239	0.00847054309623541	0.948819920765361	0.866055193353509	0.904471118807159
Unclassified Candidatus Cloacimonetes Phylum	0.968343971198286	0.890067335261068	0.87778738059392	-0.00453613024728722	0.0065898718630941	0.971939151297542	0.96079862686588	0.920344178267276
Burkholderiaceae	0.971939151297542	0.813133693153309	0.945983099320214	0.0267153668408674	0.00982250254027421	0.971939151297542	0.917381602531938	0.960536685463602
Streptomycetaceae	NA	NA	NA	NA	NA	NA	NA	NA
