bugName	pval	p1M	p6M	p1Y	s1M	s6M	s1Y	Adjustedpval	Adjustedp1M	Adjustedp6M	Adjustedp1Y
Alicyclobacillaceae	0.00336190410496529	0.00033791825338818	0.392828622376041	0.0907903763239507	-0.187406115713888	-0.0486289796934537	-0.113293518946172	0.00814167768900195	0.000941857259443652	0.612625589657874	0.191060872264057
Pseudanabaenaceae	0.00337164896662867	0.00165175596562425	0.234811286141427	0.00389976435401584	-0.200136501441345	-0.082839564721783	-0.239894073318401	0.00814167768900195	0.00332892356148888	0.449055160358058	0.0198395778786825
Nitrospiraceae	0.00338915331436218	0.000371222277980851	0.0618633313127746	0.0339681248723852	-0.170761085068411	-0.0983162033010286	-0.130898446474361	0.00814640521433845	0.00100268285392766	0.176176008738554	0.0936805128059464
Caedimonadaceae	0.0034151407045081	0.000708086359387996	0.0465374931553287	0.0106098033555921	-0.296676722004496	-0.192958185195281	-0.292236608774644	0.00817138689115181	0.00165299589629135	0.146021834810732	0.0408789482230168
Nitrosomonadaceae	0.00348446904214095	0.000712933344583674	0.368004762192633	0.0175479127367928	-0.152924673421275	-0.0444011877294297	-0.138939062685451	0.00829937171855389	0.00165299589629135	0.597766215419401	0.0608947435369497
Microcoleaceae	0.00350485710404658	0.00361771799845495	0.0178854542791287	0.00304989547882851	-0.178356572282481	-0.160018486291492	-0.233382399943548	0.0083101589254317	0.00636135648050468	0.0726509925756857	0.0172517712840814
Unclassified Rhodobacterales Order	0.00355551240275243	0.00891039560361172	0.035376610932087	0.000920279301276371	-0.183979117272482	-0.166826143053582	-0.31417876378383	0.00839229053622645	0.0134943563476663	0.11959576857041	0.00765438656934632
Solibacteraceae	0.00367249448493268	0.000598496073071398	0.458015654025117	0.0353797482109397	-0.199122206732458	-0.0470854867377065	-0.158136281262885	0.00862953861033508	0.00145866019669494	0.659844502534831	0.0957480875515644
Caulobacteraceae	0.0040103244628098	0.000387378463392911	0.420957078956852	0.443833921616314	-0.199669388578714	-0.0494455253671639	-0.0550592576027998	0.00934612162727649	0.00103564446335656	0.632038708806277	0.612023618228812
Polyangiaceae	0.00402975724988996	0.00160666874867328	0.721684683970745	0.911106671898819	-0.183869510582055	0.0228347535232251	-0.00837522999021184	0.00934612162727649	0.00327064206261948	0.831093527654439	0.954411051198083
Comamonadaceae	0.00403096085451238	0.000413256270711891	0.411552305680583	0.538422588304496	-0.187490058425627	-0.0476440685089656	-0.0417461229829738	0.00934612162727649	0.00108273142926516	0.624717293282852	0.693202546121759
Alcaligenaceae	0.00406135576557842	0.000403627101015097	0.436283811063177	0.469782243651582	-0.173023904040023	-0.0415634718426504	-0.0451546410156281	0.00937511198750261	0.0010736071113295	0.64330469881203	0.636087585719455
Candidatus Brocadiaceae	0.0041242907933885	0.00616299477212682	0.0464703269092074	0.00156937417323904	-0.165748667254982	-0.133906208743003	-0.252395290271442	0.00939360709297565	0.00984575994083675	0.146021834810732	0.010542975215093
Unclassified Dehalococcoidia Class	0.0041423962292495	0.000377411938149226	0.0479996688917512	0.0839257081008505	-0.236579181371995	-0.144855583244488	-0.147655739435463	0.00939360709297565	0.00101417361841125	0.149713252971891	0.182477473215127
Syntrophomonadaceae	0.00415298986492685	0.000752070590926507	0.361087271880368	0.0225920685178951	-0.170730755506652	-0.0506698012973091	-0.150037837997426	0.00939360709297565	0.00172844293704162	0.594999152406644	0.0726272632109022
Hahellaceae	0.00416520913254392	0.00129150954094634	0.00955566448130642	0.0229373328365658	-0.169364824498969	-0.151961398428874	-0.154853115537888	0.00939360709297565	0.00271787549982282	0.0522341096065112	0.0726998954190449
Methylococcaceae	0.00419384083020091	0.000444216349030584	0.255362679432732	0.050441687390694	-0.159930597256475	-0.0565416527910641	-0.114588189387376	0.00939360709297565	0.00114102630829425	0.479605892554666	0.124676623550583
Synechococcaceae	0.00420456896498445	0.000418852595004095	0.382135889784773	0.098454268516372	-0.171688969149803	-0.0464794610330177	-0.103500249292691	0.00939360709297565	0.00109193412826938	0.608629806222556	0.203913188547743
Gallionellaceae	0.00420465019620053	0.000313647302690019	0.139545552950648	0.125793137001225	-0.175300015356786	-0.0786798525681598	-0.0954388300727387	0.00939360709297565	0.00089809391589929	0.319317632686776	0.245953745480006
Leuconostocaceae	0.00421278180696427	0.00110608281671813	0.0334188503053742	0.0118187053177445	-0.26079675623463	-0.186239836873085	-0.256802245692869	0.00939360709297565	0.00238513331670905	0.117526695033665	0.0448768230905661
Gemmatimonadaceae	0.00434538798632267	0.000592540896869335	0.72324169582142	0.447683323645273	-0.216621538516751	-0.0244198123791976	-0.0613822840274468	0.00964823434251304	0.00145089453252118	0.831093527654439	0.61409963767048
Zoogloeaceae	0.00437395118929196	0.00140092140014162	0.88077275741565	0.772577614762016	-0.182492989716251	-0.00940698727181918	0.0212180600626358	0.00965704868006307	0.00293633125469684	0.932862293218229	0.861341851351694
Unclassified Bacteroidales Order	0.00438621676689888	0.14760902193211	0.0166765312436248	0.000834222569033275	0.185577994849015	0.349073338055895	0.577650563058267	0.00965704868006307	0.1738137696459	0.0693531934258683	0.00728554376955727
Acidobacteriaceae	0.00446899955021052	0.000408286488080724	0.422249699028944	0.335672704691657	-0.18412309573583	-0.045579581555435	-0.0640150010338113	0.00975810935450015	0.00107508602891608	0.632168120831905	0.51885692406616
Streptomycetaceae	0.00446936306312984	0.000640908183025905	0.630596625320001	0.700405150377397	-0.195438311984507	-0.0301260472589983	-0.028211193227351	0.00975810935450015	0.00154053159589713	0.779920484629538	0.81739001159497
Desulfovibrionaceae	0.00452851104875795	0.896488103809316	0.094385783407814	0.001428468455865	-0.0113099859989131	0.166652368354144	0.380871518499263	0.00984622319315008	0.899922924130425	0.237779569738916	0.00984891409043761
Burkholderiaceae	0.00457117424673692	0.000567686415014894	0.584029965365954	0.578427201830676	-0.169280545762888	-0.0293971088062556	-0.0349239101117367	0.00989791448467002	0.00140979943823604	0.751920643370417	0.725109697988695
Unclassified Clostridiales Order	0.00464613715091988	0.000577272492964423	0.283912869626513	0.0402766148926029	-0.208293518098997	-0.0703440559716035	-0.158135059615099	0.0100188307287326	0.00142684333166678	0.511116999394427	0.10552473101862
Unclassified Bradymonadales Order	0.0048945274069947	0.000442282360764839	0.110731144728154	0.469587819936605	-0.17799929063272	-0.0889574196344058	-0.0469307273083294	0.0105111982019066	0.00114102630829425	0.263968488677805	0.636087585719455
Symbiobacteriaceae	0.00502634211204944	0.0141417370961545	0.199139438807827	0.475815110071718	-0.169609235778691	0.0992831923736334	0.0643032268118136	0.0107502174151588	0.0206414212768383	0.40290074129792	0.640943747243137
Unclassified Mollicutes Class	0.00538168351468449	0.0021696494852884	0.414357739319661	0.00884308154119819	-0.301077843259194	-0.0877037258024628	-0.334268236115615	0.0114634234215231	0.00421404437422095	0.625716009808365	0.0370313276148245
Kineosporiaceae	0.00560353715512174	0.000794861388005213	0.0227501155066971	0.0583520154439475	-0.248094034016324	-0.187238359244304	-0.181181001360276	0.0118876658675457	0.00180306219616767	0.0863844965616614	0.141557667095502
Bacteroidaceae	0.00568258190106175	0.0561015064520038	0.0169948715714989	0.001292171704787	0.257254536522984	0.363566207732245	0.579230717614568	0.0119480861374663	0.0710077038184783	0.0699370308938117	0.00923257081977413
Egicoccaceae	0.00568548047739448	0.00079963717535051	0.389023832011174	0.89631956840154	-0.250555617322284	-0.070444004862722	-0.0124331845866538	0.0119480861374663	0.00180607706846408	0.610324814292979	0.94691825371453
Desulfarculaceae	0.00570042277550875	0.000947103073311816	0.881234418211876	0.384268162541333	-0.213338515539266	-0.0105700094112152	-0.0722299609806132	0.0119480861374663	0.00208521853115711	0.932862293218229	0.564023857623693
Unclassified Armatimonadetes Phylum	0.00593460390120759	0.00153513546773899	0.829538976602853	0.500316779073644	-0.212682821496553	0.0158416667898862	-0.058061440748317	0.0123359376232883	0.00314223041052824	0.913766825864675	0.659299523790628
Methanomassiliicoccaceae	0.00595399429936128	0.000956632596131905	0.0642871930361473	0.0229429676410024	-0.192626863339472	-0.11893210376726	-0.17169232045503	0.0123359376232883	0.00209738694716786	0.182089130545628	0.0726998954190449
Unclassified Bacteroidia Class	0.00595609202040448	0.514120068165963	0.0326296287111899	0.00129166620340122	0.0741079145053946	0.277006195664186	0.495672014020452	0.0123359376232883	0.552046958440501	0.115603129250539	0.00923257081977413
Jiangellaceae	0.00607899411731949	0.000733118097051663	0.201216179606827	0.782147047938731	-0.23258811924572	-0.0967475280702859	-0.0243771830895195	0.0125409169979347	0.0016923078539871	0.40509062269303	0.868315790508252
Actinopolysporaceae	0.00610876476447197	0.00122674098546771	0.0339040106400158	0.753870875716591	-0.261415116205203	-0.190625684875264	-0.0325071558743466	0.0125529126924836	0.00259821801096364	0.117653652817009	0.850710692933259
Micromonosporaceae	0.00637324910819959	0.000711832047266283	0.516040381752144	0.511857378605077	-0.193228258919582	-0.0406133137021031	-0.0480190423221604	0.013045244268346	0.00165299589629135	0.710346669602664	0.670533165972651
Selenomonadaceae	0.00641565285798706	0.00121819183494171	0.0108848761661032	0.163057128949612	-0.287304007490222	-0.253398596658168	-0.160175876558903	0.0130809420139503	0.00259484764841243	0.0553754865149327	0.306243496665221
Unclassified Planctomycetes Phylum	0.00666836052501796	0.000591084354589081	0.276967940069176	0.119445972540427	-0.161760462890345	-0.0560482920299238	-0.0942817539361984	0.0135434919190287	0.00145089453252118	0.503927779848084	0.237983610688911
Oxalobacteraceae	0.00678473478370312	0.000911368788462562	0.664603592456963	0.572758212946882	-0.176308376982989	-0.0252491637376295	-0.0384549832217121	0.0137266448905808	0.00201500947322524	0.795096535268147	0.721887362851569
Chromatiaceae	0.00690609633751516	0.000552211877651255	0.116806083342535	0.147668928989275	-0.167532377397163	-0.0836515974983552	-0.0902628656097611	0.0139184403109921	0.00138449293726918	0.274468106150171	0.281749386170484
Unclassified Desulfovibrionales Order	0.00697374127611261	0.458974199721529	0.476603789776185	0.00328538918132487	-0.0586181528450797	0.0639977285811018	0.317605839436981	0.0140009211826935	0.501046834696003	0.674974015791138	0.0177478755774663
Hyphomicrobiaceae	0.00703482260614696	0.000700419548308065	0.48072583119761	0.298278509553224	-0.172155907979261	-0.0392332779791543	-0.0678674583226717	0.0140258149936075	0.00164582889378218	0.677849959972044	0.473630118199665
Erythrobacteraceae	0.00703967431931063	0.000605705149475352	0.276784994302622	0.399054872716075	-0.180368552457453	-0.0627048101585901	-0.0568168805925023	0.0140258149936075	0.0014693958255791	0.503927779848084	0.574463607975888
Spongiibacteraceae	0.00707666985153588	0.00082596913585433	0.27540925069548	0.0539934462417508	-0.20324254534672	-0.0725833676340312	-0.151061182327878	0.0140461174325939	0.00185754432269386	0.503927779848084	0.132078297634597
Unclassified Chromatiales Order	0.00714714165562014	0.000859987552545243	0.318522851804009	0.771031382369544	-0.23083388376883	-0.0757987656437275	-0.0258005022042257	0.0141324612360187	0.00191758926610088	0.550844799819474	0.861341851351694
Nocardioidaceae	0.00722294407038415	0.00166772650112624	0.902385419215397	0.949482788051094	-0.191141954218013	-0.00818900492667369	-0.00494940306640567	0.0142286567401552	0.00333545300225247	0.94381229474824	0.967955215834189
Aphanizomenonaceae	0.00730696754773863	0.00170085930546696	0.0272815263721019	0.023828008143104	-0.164389978521902	-0.128281324881863	-0.153336383614964	0.0143309752348569	0.00338878431963759	0.0986083358820058	0.0743206920653958
Desulfurococcaceae	0.00732958275370543	0.000664705202704893	0.229508872919132	0.0990629367911133	-0.21020776336587	-0.0810927976410905	-0.130506012043864	0.0143309752348569	0.00157640392544521	0.440522525309982	0.204366058576942
Eggerthellaceae	0.00738823551302015	0.00228061963981561	0.00718487855839922	0.101123732870683	-0.317397382803536	-0.311518291510874	-0.217693178118318	0.0143919531926489	0.00439354665905654	0.0413722677428702	0.207426520911096
Microbacteriaceae	0.00746282914167362	0.00161659598133291	0.949966934058781	0.785270887765547	-0.170960588693223	-0.00374120215074773	-0.0190214254522688	0.0144834165564332	0.00327064206261948	0.968448781024905	0.869940687503481
Cyanothecaceae	0.00764600672637694	0.0056086329785569	0.0044043176500193	0.0373255733868925	-0.193542756576866	-0.224098787967251	-0.188623368971287	0.0147841606074595	0.00909883492496538	0.0320536451195849	0.0997887778302637
Desulfomicrobiaceae	0.0077875629788714	0.00336227561287064	0.922329594775586	0.570344969291762	-0.161123592338567	-0.00589933711459373	0.0401963924963083	0.0150025110328258	0.00607528421084212	0.956116535329306	0.721885903161554
Vulgatibacteraceae	0.00793052861393506	0.000664857380769832	0.187206238398728	0.129179684497217	-0.232675784928204	-0.098853246542024	-0.133213282192538	0.0152219670098973	0.00157640392544521	0.391366622711034	0.249779168548125
Geobacteraceae	0.00796935264987397	0.000834403495770898	0.412504166938677	0.12348467535305	-0.167253557545341	-0.0449461897449225	-0.0993675765677424	0.0152363739237299	0.00186849329822201	0.624717293282852	0.243123618568716
Sandaracinaceae	0.00799618860501095	0.0108382813591247	0.453383109863757	0.411268504213338	-0.175060566290169	0.0573480268598963	0.0735876863643259	0.0152363739237299	0.0161342597505152	0.658096259192822	0.585610587521167
Methylobacteriaceae	0.00812472429355626	0.00144900566354216	0.699072391091008	0.886547989870612	-0.179403687106078	-0.0239354911251089	-0.0103369027123733	0.0154115733091352	0.00298928727439407	0.814828473602833	0.939509786500763
Chelatococcaceae	0.00814695764624129	0.01683441152902	0.544463156104548	0.205490837249157	-0.173101296236045	0.0489574990489552	0.120180187677822	0.0154115733091352	0.0241017257956461	0.727671289500089	0.362566243201055
Unclassified Thaumarchaeota Phylum	0.0083474977976592	0.00355294312983805	0.0147963166290993	0.0193454774492617	-0.224612624541528	-0.209264828671594	-0.233422484041725	0.0157341325394727	0.00631099050859369	0.0641876101250651	0.0641584188823616
Hyphomonadaceae	0.00941232776359446	0.00212807223484156	0.405896897748628	0.0246179434720602	-0.161010102139526	-0.0478980278870321	-0.153470228003959	0.017677633505819	0.00419214229720669	0.621647386473824	0.0754374408149682
Natrialbaceae	0.00950956511397272	0.000879406628517423	0.386877125683191	0.339741753086116	-0.179978555744325	-0.051295491493222	-0.0662306344224242	0.0177964718561489	0.00195258081925055	0.608779621195172	0.520539995956506
Unclassified Parachlamydiales Order	0.00976016215892517	0.347914612147381	0.00673478765856737	0.00719972210992069	-0.0636612108366138	-0.21046009087639	-0.242652300925814	0.0182004447376398	0.386244188061923	0.0401025992396512	0.0314387865466537
Corynebacteriaceae	0.010334633227135	0.00113210022007367	0.524784003624784	0.208042980729247	-0.164569368940902	-0.0352101416603115	-0.0817957720769888	0.0191668182889169	0.00242163575517089	0.716577884048827	0.365820543295724
Eubacteriaceae	0.010351544991915	0.0249189974500627	0.0565418146759883	0.00235852868307424	-0.156834315443687	-0.148738403482606	-0.28048662233969	0.0191668182889169	0.0340040486037313	0.167225760012599	0.0143705701154756
Unclassified Sphingomonadales Order	0.0104400624370189	0.00233137191481985	0.989066926272439	0.732247939291304	-0.178911152301078	0.00088707850082038	-0.0259359171675267	0.0192626504119644	0.00447486770463591	0.990958067622864	0.837768384691361
Microbulbiferaceae	0.0104896717456833	0.00101833177541935	0.19694102933825	0.0912630664671561	-0.157750905633088	-0.068119699190552	-0.104661121703594	0.0192862736657475	0.00220779366421648	0.401545133748028	0.191287387315159
Bradymonadaceae	0.0106270816967251	0.00351032644398913	0.717557260853487	0.348502410809902	-0.186333898464536	0.0255107234388925	-0.0775810245768813	0.0194336212418628	0.00627785343566657	0.830022085402268	0.530858323442991
Labilitrichaceae	0.0106743422820769	0.016889405205339	0.699757276948998	0.211055427738336	-0.151669549253382	0.0272552573225397	0.103879027472897	0.0194336212418628	0.0241145730997211	0.814828473602833	0.368643480449626
Lacipirellulaceae	0.0106810742703368	0.00299170568434259	0.781507273280685	0.495427190390687	-0.178324143664326	0.018354162142598	-0.0528380483801613	0.0194336212418628	0.00550053957401935	0.875020964100596	0.656822323449317
Frankiaceae	0.010860695682495	0.00141447762631333	0.546926509193985	0.678359925962328	-0.19468551997095	-0.0404088871847176	-0.0325466389885399	0.019669997582295	0.00295293337126767	0.727671289500089	0.799753422517744
Rubrobacteraceae	0.0108860673642472	0.0185844560995751	0.194355499364957	0.917896284362219	-0.125982945828404	0.0779509359557312	-0.00721227010768267	0.019669997582295	0.0263196080977766	0.397821412762647	0.956217998023465
Nitrososphaeraceae	0.0110695803743759	0.00166678222152081	0.20298512934292	0.035333947222142	-0.213609560591373	-0.0950661279745166	-0.185115512752868	0.0198943889888349	0.00333545300225247	0.40597025868584	0.0957480875515644
Methylacidiphilaceae	0.0110861862304195	0.00268127425520463	0.0261565658301348	0.0332621384797196	-0.182533452679301	-0.150850757344081	-0.168539588522172	0.0198943889888349	0.0050178132490258	0.0958464370279065	0.092709364698793
Unclassified Burkholderiales Order	0.0113527974294252	0.00529611676008754	0.631680109282195	0.447635140977706	-0.156985053991796	-0.0298727373030772	0.0554409110431708	0.0203032964266853	0.0086995773739369	0.779920484629538	0.61409963767048
Archaeoglobaceae	0.0114970864859554	0.00185918506222303	0.0514718908431016	0.0443750443605815	-0.203475127859587	-0.140736906787549	-0.169553498809744	0.0204463860384876	0.00367627536832025	0.157726729835001	0.113982957083062
Tannerellaceae	0.011553346187113	0.148571176350663	0.0138180099988178	0.00351852197271725	0.181092821223008	0.353573979953163	0.493903048984046	0.0204463860384876	0.174554476250555	0.0624192865463838	0.0184955046474172
Syntrophobacteraceae	0.0115822446321703	0.00101962989835952	0.265918577562159	0.179769263298613	-0.196493744491017	-0.0730867680006411	-0.103263278590162	0.0204463860384876	0.00220779366421648	0.492372207217567	0.331686950593215
Intrasporangiaceae	0.0115888867431886	0.00293042827909838	0.920127272698428	0.969578893338304	-0.178143172845177	-0.00662466172964125	0.00294936375274844	0.0204463860384876	0.00540684654312517	0.956116535329306	0.982706653983116
Unclassified Betaproteobacteria Class	0.0116568131121851	0.00215154252419332	0.637478138585467	0.990865989387474	-0.155049080597754	-0.0261913151446001	-0.000743826268493166	0.0204616807302887	0.00421036476628663	0.780463889296226	0.990865989387474
Sutterellaceae	0.0117049916117733	0.769043245372662	0.351429767246212	0.00284129198418738	-0.0319083419731424	0.114880131820352	0.441392447069217	0.0204616807302887	0.784005176216488	0.585438796645207	0.0165426333301576
Rhodanobacteraceae	0.0117147027081805	0.00940549389966255	0.474245460365024	0.72397391562437	-0.146886344882444	0.0450448546893921	0.0259949212669853	0.0204616807302887	0.0141217157691208	0.67345425807933	0.832283319671565
Ferroplasmaceae	0.0117884207126909	0.00718880074191008	0.00507717259533142	0.0834761579901862	-0.23043898503606	-0.271634739221925	-0.192920790895067	0.0205220347290699	0.0112681067319458	0.0345511485708268	0.182256278278573
Unclassified Thermoanaerobacterales Order	0.0121440605924489	0.00122969096702096	0.132672017265573	0.0868109626693113	-0.16808948139514	-0.0862712693534437	-0.11516940408041	0.0210711514915338	0.00259821801096364	0.30761122587239	0.185669160974364
Ardenticatenaceae	0.012221815957131	0.00185427187436971	0.621864573088034	0.778027221398148	-0.204956483709501	-0.0357880069953394	-0.0239375016195118	0.0210933205843623	0.00367627536832025	0.779920484629538	0.865575932086263
Nocardiopsaceae	0.0122373462932178	0.00161416850067788	0.258465556457543	0.831657513750792	-0.190109192308429	-0.0751426490179533	-0.0164793147973842	0.0210933205843623	0.00327064206261948	0.483699827084831	0.906990756559148
Unclassified Halobacteria Class	0.0127183949075997	0.00146667148871109	0.135519462755724	0.635136801703447	-0.203089733146508	-0.105368228507331	-0.03895502533442	0.0218506194478107	0.00301386611797886	0.31282906821145	0.774460448091165
Euzebyaceae	0.0128796032703069	0.0064362224641469	0.839168635500643	0.622592078488972	-0.178735225118806	0.0147557410741844	0.0419143695306123	0.0220552683452314	0.0102199411248878	0.916775200749472	0.762238899832293
Acidimicrobiaceae	0.0129657941748567	0.0520694391119545	0.540553114342292	0.0892208210367221	-0.148590394946501	0.0526259383489346	0.172510334619896	0.0221305411974752	0.0663853676269201	0.72714585230934	0.189278179041467
Unclassified Streptosporangiales Order	0.0130083047206839	0.00278999384305307	0.0435886543601847	0.0286956372498511	-0.224124788791755	-0.169072035214004	-0.215071576935937	0.0221310119273973	0.00518424387858088	0.142488482987579	0.0839818402247692
Unclassified Bacteroidetes Phylum	0.0131383519392995	0.367738803947438	0.028297888236276	0.00320639070795375	0.087538071365858	0.242353614567032	0.383666655358403	0.0222799236769997	0.406529817022062	0.101562283806908	0.0175015492809142
Dermabacteraceae	0.0135283615136674	0.00215339266672675	0.833387549846571	0.318688706610754	-0.156950190075417	-0.0118580940214856	-0.0660089747038975	0.022867294945683	0.00421036476628663	0.913766825864675	0.497038204353192
Xanthobacteraceae	0.0136777248660656	0.00720384686107222	0.603646808715586	0.887514015873812	-0.145305289041266	0.0311784002427864	0.0099383830292317	0.0230454271055252	0.0112681067319458	0.767744970308173	0.939509786500763
Halobacteriaceae	0.0137259214168688	0.00247405543114663	0.695087495076157	0.914269841609936	-0.199724524007139	-0.0285040834705661	-0.00915863740508142	0.0230525090462796	0.00471420016698485	0.813004123705148	0.954411051198083
Chitinophagaceae	0.013989412122377	0.00143617762833212	0.319867283136894	0.568382866594912	-0.154766960325833	-0.0530229844826348	-0.0354601425522327	0.0234199742879411	0.00297453390215822	0.551350185407014	0.721144363427927
Haloferacaceae	0.0141920578457631	0.00249734483326068	0.920286216639343	0.383496762915207	-0.178966254279879	-0.00652244060001289	-0.0666257978028669	0.0236835615005727	0.00473140403321631	0.956116535329306	0.564023857623693
Chrysiogenaceae	0.014590633329883	0.00263637310749191	0.0536042447962638	0.0413303595072599	-0.179263770267484	-0.127796319736103	-0.158059487247659	0.0242714027455831	0.00495146777177693	0.162361990018741	0.107746807869673
Odoribacteraceae	0.0148080684831258	0.154278703065694	0.104937199364445	0.00159404738683694	0.190292739208626	0.24447514477972	0.568376375601681	0.0245551515353098	0.180450983050053	0.256337620329139	0.0105731750721842
Trueperaceae	0.015095580563034	0.124119178568372	0.682462519819153	0.0316092516473601	-0.114751218451081	0.0343904821894454	0.214480109317461	0.0249529470505672	0.146813655913831	0.809632679552478	0.0890497196947134
Litoricolaceae	0.0161292480303882	0.0706687211803265	0.469002145691595	0.0846332284752364	-0.122693887345138	0.0553450374281673	0.155531112137486	0.0265777546161113	0.0881676426154549	0.669637940987454	0.183255420334809
Unclassified Frankiales Order	0.0167004310665404	0.00360668971963258	0.93866294693522	0.390216809590455	-0.2158522572252	0.00628862780717663	-0.0823134635760599	0.0273888313663199	0.00636135648050468	0.960853085441311	0.567982245070551
Baekduiaceae	0.016726003887829	0.0194655948336662	0.567695640627576	0.346572646387479	-0.197090161464459	0.0537919467341605	0.103890912453218	0.0273888313663199	0.0272726515851366	0.736996149142658	0.529457920428684
