bugName	pval	p6M	p1Y	s6M	s1Y	Adjustedpval	Adjustedp6M	Adjustedp1Y
Firmicutes	0.00506724130113922	0.163406963322519	0.00148815246225167	-0.105761476258548	-0.311521776542713	0.121613791227341	0.435751902193384	0.03571565909404
Thermotogae	0.0582243112379659	0.0358069837396629	0.792205250785575	0.253261417613805	-0.0292704665133386	0.418976418356216	0.357078634961137	0.833177769862358
Verrucomicrobia	0.0621194375142088	0.0360287252998747	0.0629655941796702	1.15523489548223	1.02732147413394	0.418976418356216	0.357078634961137	0.277378271132582
Proteobacteria	0.0952623977488859	0.064341171332026	0.0677590174268222	0.320944656007943	0.330664756377575	0.418976418356216	0.357078634961137	0.277378271132582
Cyanobacteria	0.0995018746449348	0.447399423743301	0.100870482194717	0.142109101169984	-0.334061777005258	0.418976418356216	0.631622715872895	0.277378271132582
Fusobacteria	0.124634716328508	0.0892696587402842	0.0804003883285564	0.938446073350742	1.01449722192222	0.418976418356216	0.357078634961137	0.277378271132582
Bacteroidetes	0.139033318494008	0.247987625969948	0.055170526198152	0.26541763831685	0.490463985892103	0.418976418356216	0.541063911207158	0.277378271132582
Planctomycetes	0.157617437976044	0.060639647687615	0.405884329034748	-0.277773024121659	-0.117928782382328	0.418976418356216	0.357078634961137	0.705962157847033
Candidatus Cloacimonetes	0.161722292354641	0.132784974532646	0.59100424798988	-0.177147043370141	0.0622812291670859	0.418976418356216	0.398354923597938	0.788005663986507
Synergistetes	0.174573507648423	0.444101199790346	0.068286827796602	0.129674701506725	0.347456770184514	0.418976418356216	0.631622715872895	0.277378271132582
Chloroflexi	0.20070239091108	0.0849062782258772	0.657697055310733	0.314759097117905	0.0784497253349757	0.42114222584993	0.357078634961137	0.830775227760926
Ignavibacteriae	0.216947633461515	0.972997967737809	0.111967785626026	-0.00440102451482342	-0.230031481326469	0.42114222584993	0.972997967737809	0.277378271132582
Actinobacteria	0.228118705668712	0.343817318023468	0.0959331948419312	-0.19017758414398	-0.367865160375694	0.42114222584993	0.604054236779461	0.277378271132582
Tenericutes	0.270880493783914	0.59745097670239	0.115574279638576	-0.137591729739076	-0.44644942796839	0.464366560772423	0.716941172042868	0.277378271132582
Deinococcus-Thermus	0.296065674425308	0.129024398460041	0.433132084102366	0.22369215306446	0.115476650873137	0.473705079080492	0.398354923597938	0.705962157847033
Chlamydiae	0.428019081817099	0.207451599859086	0.733171882577142	0.307401722403828	0.0821896647886155	0.635106245007669	0.497883839661805	0.833177769862358
Dictyoglomi	0.449866923547099	0.480914942823919	0.507575211545198	0.0476736671579573	-0.0468012212596326	0.635106245007669	0.641219923765226	0.71657676924028
Acidobacteria	0.479656203788678	0.628949191079002	0.237066438415039	0.162274678248082	0.428230743434898	0.63954160505157	0.71879907551886	0.517235865632812
Calditrichaeota	0.573721721004441	0.304736032215945	0.743892430811617	-0.219379466066643	-0.0689907178980085	0.67614551034218	0.604054236779461	0.833177769862358
Spirochaetes	0.575780998864648	0.377533897987163	0.904408976695093	0.148410934944627	-0.0207038340406077	0.67614551034218	0.604054236779461	0.904408976695093
Chlorobi	0.594925344124963	0.365590849807659	0.442940014244526	-0.0825130030688173	-0.072735171341361	0.67614551034218	0.604054236779461	0.705962157847033
Coprothermobacterota	0.629480355326183	0.79542111933943	0.470641438564689	-0.0282568687480155	0.0832087425127406	0.67614551034218	0.830004646267231	0.705962157847033
Elusimicrobia	0.647972780744589	0.751292583634855	0.364199940944969	0.0290998812475592	0.0879147112438662	0.67614551034218	0.819591909419842	0.705962157847033
Thermodesulfobacteria	0.813244644194685	0.530577406150847	0.798462029451427	0.0567633109851239	0.0239641557725747	0.813244644194685	0.670203039348438	0.833177769862358
