bugName	pval	p3M	p1Y	p2Y	s3M	s1Y	s2Y	Adjustedpval	Adjustedp3M	Adjustedp1Y	Adjustedp2Y
Lacipirellulaceae	0.138801772149439	0.0219529091592029	0.522515107079474	0.459005283393023	-0.101587729201834	-0.0310852857132308	-0.0445770507265032	0.493379643114967	0.200902380790281	0.859803870241338	0.897543533187451
Lachnospiraceae	0.139087398856558	0.0642651999324993	0.0410885142019886	0.267067782551906	-0.120351120802123	-0.150956868922683	-0.0994838405786681	0.493379643114967	0.331537473778109	0.387772852781267	0.86725236914705
Unclassified Campylobacterales Order	0.139688726637177	0.70617289972463	0.0285383967330596	0.943774000502055	-0.0204388230435483	-0.137469426676176	-0.0052776900872774	0.493379643114967	0.884913758161155	0.333913747781184	0.9898110293099
Bradyrhizobiaceae	0.141631760779974	0.279713093600989	0.168816075518204	0.499112682372566	0.0476275474553433	-0.067779952970864	-0.0401358132618651	0.493379643114967	0.599101803315594	0.599793585958797	0.913527455009181
Unclassified Chloroflexi Phylum	0.141764189790092	0.244100357338844	0.120078563644965	0.0352053397121461	-0.0976877849722494	-0.146065185725822	-0.244025569918058	0.493379643114967	0.569674310665742	0.569451924600582	0.428819322313847
Euzebyaceae	0.142132546195371	0.669734404873701	0.0276216596057996	0.298075109986141	0.0581802383932327	0.350607864765991	0.199939119507812	0.493379643114967	0.869985365271833	0.333913747781184	0.86797152741978
Unclassified Chroococcales Order	0.14823596586582	0.0540167342904575	0.70992242888525	0.813975641575432	-0.0534118911205099	0.0113983188998123	-0.0089156688911102	0.508718882857701	0.296600977376694	0.931436147696906	0.959402910836175
Unclassified Nitrosomonadales Order	0.150768756129388	0.212574737651163	0.646241343533474	0.0295021747650369	0.104944571720174	0.0427581077328419	0.255208207411699	0.511597352259273	0.542326713583288	0.90662869410237	0.424269370430531
Porphyromonadaceae	0.153889626704439	0.345398198006276	0.073135814040485	0.502523902656992	0.101434079834757	0.222440149253739	-0.101405222265009	0.512219465804103	0.668655485883945	0.416736147928801	0.914230232544648
Unclassified Pseudomonadales Order	0.154344276119779	0.251027788833372	0.0430257552443536	0.80621722118772	0.0477845257023579	0.0954498108931057	-0.0137146690271926	0.512219465804103	0.569674310665742	0.393750851024084	0.959402910836175
Spongiibacteraceae	0.157176452044601	0.0906273752670914	0.829043978590203	0.143051493655034	0.153259000088786	-0.0216198613330208	0.183237721307769	0.515948788233365	0.37876665929743	0.955678236618742	0.706071836088793
Nautiliaceae	0.171513723776196	0.125633041936723	0.0651257359653512	0.909938311018054	0.140320117657367	0.189333393494088	-0.0138209245419354	0.553831286760824	0.432405353266214	0.413684220336665	0.9898110293099
Desulfobacteraceae	0.172384572700389	0.0400409041389268	0.141833700986964	0.711533474691394	0.216472523990295	0.173465849709331	0.0534185922098042	0.553831286760824	0.268718956665687	0.594913579139766	0.959402910836175
Vulgatibacteraceae	0.177041362069334	0.54980929952088	0.893339403931972	0.0680923763582304	0.0425681781295633	-0.0107191187270085	-0.183671204818573	0.554913681248022	0.818525445129958	0.96143035181534	0.541155201583831
Saccharospirillaceae	0.178333150369927	0.572491995654456	0.454730748165958	0.0921107030119488	-0.0467521494886908	0.0702804512400677	-0.199017594405807	0.554913681248022	0.818525445129958	0.853669246510155	0.622318937829228
Corynebacteriaceae	0.179112650871793	0.0647705660692332	0.542401075925339	0.588868601742788	0.154873141263917	0.056591698379374	-0.0620284273018535	0.554913681248022	0.331537473778109	0.859803870241338	0.91669235941403
Hyphomonadaceae	0.182508591340774	0.0812586214584104	0.698474279697239	0.0861752325153724	0.144840479795626	0.0351410662144472	0.192900879780197	0.554913681248022	0.368435773804999	0.921402836309236	0.613047287471906
Unclassified Rhizobiales Order	0.183009905158997	0.173804843468347	0.0692743797523428	0.0872881899380528	0.124366059964864	0.190837854653645	0.2223286581916	0.554913681248022	0.498683577075897	0.416406470409284	0.613047287471906
Unclassified Bacilli Class	0.185295047714016	0.902437581301514	0.266209876985866	0.0472831879358212	0.0211654663825499	0.21953601933254	0.494004904010392	0.554913681248022	0.969879535776005	0.703303222242085	0.491546168490535
Acidithiobacillaceae	0.18558371458957	0.211025264419592	0.0336319676539686	0.558201919540661	-0.109840944528089	-0.211652682162193	-0.0690717426194694	0.554913681248022	0.542326713583288	0.348156899479732	0.914496699522792
Nitrospiraceae	0.188684907191406	0.0479493954088576	0.982232814645021	0.777632131321772	0.127308481864068	0.00158690513836954	0.0249605906914827	0.558655313449064	0.273221083273113	0.988948959984386	0.959402910836175
Geobacteraceae	0.190769713768951	0.0332776995153912	0.541198984952517	0.620193434667056	0.337379690149449	0.10485694351683	0.103406925684495	0.559344209303139	0.233717796596468	0.859803870241338	0.91846290486758
