SAMPLE_ID	Acidimicrobiia	Acidithiobacillia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Archaeoglobi	Ardenticatenia	Bacilli	Bacteroidia	Betaproteobacteria	Blastocatellia	Caldilineae	Calditrichae	Candidatus Brocadiae	Chitinophagia	Chlamydiia	Chlorobia	Chloroflexia	Chrysiogenetes	Chthonomonadetes	Clostridia	Coprothermobacteria	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Dictyoglomia	Elusimicrobia	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Fibrobacteria	Fimbriimonadia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gloeobacteria	Halobacteria	Hydrogenophilalia	Ignavibacteria	Kiritimatiellae	Ktedonobacteria	Lentisphaeria	Limnochordia	Methanobacteria	Methanococci	Methanomicrobia	Methanopyri	Methylacidiphilae	Mollicutes	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	Oligoflexia	Opitutae	Phycisphaerae	Planctomycetia	Rubrobacteria	Saprospiria	Spartobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Tepidiformia	Thermococci	Thermodesulfobacteria	Thermoleophilia	Thermomicrobia	Thermoplasmata	Thermoprotei	Thermotogae	Tissierellia	Unclassified Acidobacteria Phylum	Unclassified Actinobacteria Phylum	Unclassified Armatimonadetes Phylum	Unclassified Bacteroidetes Phylum	Unclassified Balneolaeota Phylum	Unclassified Candidatus Bipolaricaulota Phylum	Unclassified Candidatus Cloacimonetes Phylum	Unclassified Candidatus Gracilibacteria Phylum	Unclassified Candidatus Korarchaeota Phylum	Unclassified Candidatus Micrarchaeota Phylum	Unclassified Candidatus Saccharibacteria Phylum	Unclassified Chloroflexi Phylum	Unclassified Cyanobacteria Phylum	Unclassified Elusimicrobia Phylum	Unclassified Euryarchaeota Phylum	Unclassified Firmicutes Phylum	Unclassified Kiritimatiellaeota Phylum	Unclassified Planctomycetes Phylum	Unclassified Proteobacteria Phylum	Unclassified Tenericutes Phylum	Unclassified Thaumarchaeota Phylum	Unclassified Verrucomicrobia Phylum	Unclassified candidate division Zixibacteria Phylum	Verrucomicrobiae	Vicinamibacteria	Zetaproteobacteria
ERR1305877	3.1232286749368563	2.798020614757294	3.606447418159344	5.432225962782747	5.16013251415697	3.18533297870544	3.0323198505180193	2.575511912465963	2.7104263106055235	5.475542019608119	6.60771286219845	5.1480423801450375	2.390938444350194	2.634200621954759	2.451704510098247	2.27113472755333	4.079296171857312	2.995528857906863	3.6629997684349678	3.121316924024993	2.4271466949104634	2.3302479578276944	6.81297631868868	1.8855529822621815	5.286235579335591	4.594505167052513	3.0815506717794023	3.031927721117728	3.919177360747689	4.671671321712729	2.1639428454150296	2.2995832633266153	2.318240631068471	4.154584538093615	5.079970139990411	2.9405751666699196	2.3058918645846003	4.7937929597014985	3.821491404068874	5.9605006334537665	3.1747332954900407	2.770261988377903	3.869269303722468	2.1551706085335565	2.669939760011825	2.447204452877274	2.4620267839391685	2.92479934268172	2.835975606784245	3.3457091821926164	2.8099556555968466	3.5792818809360343	1.9878929264098268	2.385758520157485	3.7398195378344665	5.020411941931316	3.0469643365263277	2.434971226987982	3.0537325318225736	3.168476278366141	3.5049685628915133	3.3228311489273676	3.838049198090345	3.458771257792663	3.0240098505008395	1.3684967024614558	4.266454570172473	4.01796483698615	3.4810914862768074	2.582193008481545	3.314724731708887	2.8125639268398346	2.8951956076365404	2.823477575007165	3.2437715013005315	2.959984957540576	3.383449667616534	3.735726417712286	2.2688672043151445	3.7515732554657513	2.546511731497579	4.883892754392718	2.6141385869996476	1.9610286957405108	2.2756345628043038	1.807500743381473	1.4933063550858692	0.2949574997914449	2.9590579961571137	1.1026654282240411	4.323608336506038	1.8571682165290948	2.2665877797978	5.093234893261297	2.610012522535282	4.08523544005292	4.726834888427572	2.641008973945382	2.387492035300305	2.709603047862975	2.101807659100847	4.026588816251066	2.5854954049216556	2.63223561218535
ERR1305878	3.136334498082948	2.7327343540175564	3.5770090459597013	5.455360586905479	5.1648364843366235	3.134482269410623	2.927200861308657	2.4552638716365287	2.80023474897425	5.553361253799281	6.8225421346651265	4.990932487193546	2.427809234801269	2.5330065718861823	2.549020137351119	1.7277671735932905	3.8863439939760056	2.7223113544594493	3.6157027855534087	3.093640829932933	2.6077513995563826	2.2026202156264714	6.480846344062759	1.9950434473768521	5.194266071027302	4.477528436927738	2.7660638954905217	2.9905550307030055	3.9190642738137687	4.68561829203059	2.1994352510623267	1.8134368968583523	2.2242839947976316	3.9774457672169024	5.028864457225279	2.805809254728629	2.309035310159685	4.59006761808111	3.7108721085049354	6.288430692649998	3.1842359351713965	2.7590710954230926	3.9115002889303483	1.8577471454377947	2.691515622408897	2.4926297533081376	2.1071819671472025	2.8857996992998625	2.9025834135654143	4.2628252538676605	2.6127168290880074	3.502648169609159	1.44398892287636	2.2534699958836426	3.679752959568578	4.74776987440744	3.1501590730019084	2.4240138976752106	3.114735764904001	2.953323566161207	3.4975290868913023	3.2840588037656975	3.8530903682332944	3.5621511075786	2.9742214589413094	1.44398892287636	4.035152102797547	3.9061950878626046	3.5412727221523963	2.708673339720778	3.349618181013103	2.6873780574970088	2.843673090179979	2.90194973838549	3.096486384820645	2.8443976894149046	3.3063633683116107	3.647371803295892	2.019907311620864	3.7758613453167076	2.5054578931912763	4.722177321837209	2.347060104664763	1.6983841785804117	2.176461476690379	1.9686691886045249	0.8341223495411951	0.33547031745658473	3.1041173497601173	1.0137005360821478	4.212534678985046	1.6328845773978433	2.37354183198761	4.993492702421369	2.3778026142596635	4.028901028835093	4.711730572723512	2.474348549869714	2.074345523775177	2.7581890251696337	1.9105671589549962	4.43554366785702	2.544711031124222	2.5148362991329303
ERR1305879	2.4443934064966775	2.927198132989171	3.3664871379034795	5.256116899287879	5.031938145827349	3.077607303559176	2.9984357684240135	2.802282279297242	2.508402705786675	5.279859766939307	6.803521139435206	4.921225458349198	2.1981190975734615	2.5442268678722115	1.955356882027956	2.1981190975734615	3.7803609199909984	3.0832347633941244	3.4347689303090307	2.986569628724014	2.406254867157541	1.9595067140766735	6.674637127120549	1.819374114774919	5.344439748798923	4.207616284686252	3.1625115505487216	2.680525955542963	3.753001955730819	4.570806143133149	2.1054526293944584	1.8974568405132193	2.7079087143306935	4.202878604484598	5.377178386641739	2.835940854595642	2.1422182747701104	4.539111144441566	3.941103753317587	5.393764911281991	2.9683418311824883	2.696708284369737	3.686809262645454	1.716946368291284	3.1565181471259005	2.305323096919266	2.2497602927323346	2.6951928288658085	2.4590195441543656	3.3022596012599172	3.3335569692233906	3.4976047450116257	1.2199460436504639	2.0137893949115537	3.84996307114718	4.360354089815285	3.0048079353557333	2.06850954093304	3.13582912352294	3.258065739532764	3.400848863795338	3.0244502039574668	3.6278007776029577	3.159394878758515	2.337620284991667	0.8993050075625705	3.9678806959128674	4.026812746365652	3.5531198576264225	2.485644163295745	3.0609281934398944	2.5118895930763023	2.3988093209655874	2.5153487074909213	3.108865995836187	3.1355538449050324	3.5981803194430904	3.7390253432132616	2.4018028743603335	3.5270879314344517	2.212193817384659	4.315025153704762	2.2704296983295036	1.6632180982711926	1.819374114774919	1.507688793903642	1.3872244607351187	0.0	3.194193990606644	2.2235840500188364	4.184993728637144	1.8306325612536212	1.8926661260647752	5.145489416941337	2.3034563996677395	3.819187242534221	4.511932699997241	2.756007385294354	2.316357861181355	3.0165547300314928	2.0137893949115537	5.725792257760729	2.419343398334581	2.3478734574858033
ERR1305880	2.1904191060269724	2.1593144385540968	2.88182967082182	4.784786183470399	4.434732954358345	2.2964283572412407	2.3554308138662456	1.8808507167888227	2.0918612332608792	5.3123233733154285	6.908204250649215	4.563522623836717	1.6801456207045504	1.8770071465450413	1.6075874474437797	1.6801456207045504	3.5037152291530194	2.375488773907301	2.910990547261418	2.334401427223583	1.7824968252259696	1.1374907231172877	6.32580199926286	1.0160220990320894	4.761133587146819	3.813926440051552	2.3316996849960794	2.7509314731046546	3.194445382357592	3.956905514413826	1.6420770972061058	1.6801456207045504	1.376026065226134	3.754506766338237	4.652735999246592	2.201532046731847	1.4112649213187811	4.151796424030299	4.907427959458124	6.179163257363225	2.2675653213076985	1.726210861830397	3.334880736749313	1.0687502205576795	2.1673019382274	1.6615283423661416	1.5854973719004029	2.1673019382274	1.9946528700714448	2.3934873151118845	2.3489678483713337	2.918072593935142	0.70054841551833	1.5701206603826747	3.1660260625205185	5.882556500990435	2.186650689437633	1.8449689059738579	2.4273902558724862	2.5464479640260955	2.8953614390265914	2.598564233466878	3.1222154230282104	2.5682078004941054	2.1809360355710825	0.5657065865107356	3.6795482447333088	3.385726847750264	2.9930484421179333	1.8192871254772378	2.533870825053115	2.241677257660371	2.1673019382274	2.034035111112401	2.474721943445268	2.3827779420160655	2.7740458963130927	3.3637620365674086	1.2490153435323657	3.0121287588190846	1.7872696965395867	4.428369432003178	1.7207129169429392	1.4112649213187811	1.0687502205576795	0.70054841551833	0.2226386722844589	0.4784369954262139	2.2675653213076985	1.0928930202378466	3.579195232441475	1.5115617394359409	1.7578124534111	4.572853437290938	1.310083919174266	3.2685946781918562	4.126465328000177	1.9946528700714448	2.2905092940583613	2.3779321152851756	1.6420770972061058	5.30085355584956	1.7475319872701565	1.832317822930094
ERR1305881	2.5638208019209787	2.206644439367981	3.06500876417569	5.082896873059071	4.562485652316755	2.554621953462333	2.6139132236413363	2.0404214323375145	2.1611866907259634	6.232113645013441	6.715286439060649	4.423852516722663	1.8725587044296979	1.8253760901699818	1.6785216907819727	1.9894470700897662	3.453044071429404	2.54284243693498	2.943213213658101	2.372509322385374	1.8212026839757702	1.261803609967265	6.448770228572944	0.6231101957359403	4.930040232475853	3.785434829938685	2.593856676474155	2.7719339863048016	3.4107161502150873	4.065126714918653	2.008930023430262	1.483268076165902	1.9476451727494635	3.7956502218730455	4.937813485937404	2.3212924512094384	1.5266788445476973	4.170671505968186	3.78351812980799	6.435440395022689	2.48137531020732	2.1146965806768216	3.3175550088722985	0.9692529342990476	2.317296622153288	1.9951033828336706	1.7771022703657733	2.1592655674617025	2.2751758288517383	2.598082987154401	2.518279277478562	3.086248599430127	0.8690738250757892	1.602316058572804	3.378934395025199	5.323055417936814	2.4064945533233817	1.7067094102845777	2.5174360903617377	2.5903030593066227	2.922792091538194	2.7126357830831043	3.253397820526422	2.8014409205501813	2.2736989525749705	0.684700518310572	3.6168723599823296	3.595124065432709	3.131833775268415	2.0650251286783408	2.6672707747164615	2.359350166189389	2.4519726595484337	2.278114599322933	2.534808096038316	2.6445714524047137	2.930359173262796	3.516670035485178	1.4549733531005167	3.2078394515054733	1.7862878916115605	4.289064706797008	1.7677181613245128	1.6226572606026242	1.5882059087530331	0.9692529342990476	0.8297911374245625	0.4652628134832512	2.6077873172941968	1.1397097478734475	3.7171850201275447	1.3807594884420116	2.0116433017554125	4.926372444929507	1.7280122422288102	3.455289721949011	4.107473692656031	2.2795765608008214	2.1890280998717517	2.385281453294396	1.60920286226601	5.14190754323286	2.083751335941406	1.8612348602578057
ERR1305882	2.5195003325339176	1.9414384161716096	3.0865776048331712	4.929406867168078	4.521355372358843	2.505872407347242	2.770098639346789	1.8977669146393896	2.4213923508649478	4.746195587022852	7.049450243526658	4.601214012502993	1.3311282270013085	1.4741448812256275	2.3694894164556315	1.7608846583238325	4.160108193815971	2.3410098225074107	3.312560715218277	1.9028418950213477	1.400550611904177	1.3495515842714703	6.189925897934273	0.0	4.076423064029895	4.407701245953291	2.478604568593215	2.794729009668813	3.107230281837552	4.041897927809191	1.700966085229354	2.3005500380828683	1.676178673957606	3.783938013403201	4.438794694222576	2.1830035060874478	0.7516155781956066	4.6132718584102275	3.3804303440515175	4.876394104145846	2.759701301388138	1.5129740754876644	3.016428479711057	0.45602401108377555	2.6410484383185895	1.1164538373618367	1.2250730068728617	1.7466620757042044	1.548614774262072	2.135500431158623	2.5443864825162166	3.3178318733830885	0.45602401108377555	1.3842074306681666	3.128448444685519	4.281129497254395	1.813529780996879	1.8376378086461025	2.5512425246936243	2.399443844854631	3.125738943442247	2.578698594557096	3.1506786701310667	1.9768830090296838	2.992063379939461	0.9712697433465085	4.026158028572926	3.612895172367917	2.5602187319585576	1.3842074306681666	2.8295370832233964	2.936942331228628	1.6588311516484127	1.6928597978203954	1.9550713641331954	2.9040062602303878	2.961867572885001	3.1788307616072697	0.0	2.669591025206296	1.2917569080884157	4.755035205284515	2.346493952309518	0.9258787878474054	0.8751839996348181	0.9258787878474054	0.2853039195647291	0.0	2.085482007095339	0.0	3.888397332913561	0.7516155781956066	2.3446735928577898	4.37939272395032	1.4603900383949342	3.559364003803502	4.122809101921073	1.7608846583238325	2.275616755984966	2.936942331228628	1.6407617630731122	3.0089848827914327	1.431500135621552	2.4826063696333027
ERR1305883	2.292057968945454	2.16591018812731	2.9428910338567644	5.344934135687791	4.567100171870671	2.359521891778107	2.539957536581581	1.6789934615511088	2.1924091637414156	5.788992718509338	6.387827371974982	4.389862605575445	1.707949953628366	2.007524672382313	1.5931968160799495	1.6965979698101956	3.201733932070572	2.489270660194749	2.9131960830481947	2.402330263863736	1.8293466384962132	1.3031090268751016	6.34628765626001	1.55508883385126	5.428102462803268	3.651277361045771	2.43921965598721	2.5663583448488736	3.3494499012759005	4.027455690775403	1.9241174705058384	1.242095108629625	1.7606443660593536	3.8367247568050264	5.114090032096765	2.205076000032409	1.5783524270948328	4.0886754732204045	3.810147203711684	6.83467065160878	2.3494074105220992	2.354494095577614	3.262513373354507	0.7489142936253438	2.2935152431694523	1.7940612680529309	2.075065846340729	2.197883107579939	2.236046438859665	2.7159061722747686	2.6112986171068404	3.113124330219104	0.9804698632042272	1.4572191448051697	3.474691703784273	5.363039108828683	2.3790704724402265	1.8540481434787441	2.5214210022743795	2.6049534847031204	2.875646171129292	2.6507451592850484	3.2234661682901824	2.694483541456216	2.0213552332620304	0.7971189043658831	3.467247056596968	3.570708946463302	2.907217936239785	2.206855761943586	2.5897773961843478	2.055379819783135	2.2539400023926284	2.145940819642062	2.570222072061296	2.5934391449211978	3.028465728470609	3.528535720491742	1.3565975192282589	3.353270117443557	1.775281825222668	3.92267288432198	1.5858380420220206	1.6414871746512294	1.63490868781738	1.4767331056952109	0.6946833520677413	0.0	3.1850636075658696	1.0861529843465003	3.7432116208457797	1.8619793327768714	1.8995980213896226	4.908708398908462	1.7298007331172596	3.409554782932041	4.322450424260293	2.307825196814506	2.2711254061214707	2.2225536864544972	1.666847739587589	5.111653241756201	2.173647736517924	1.6789934615511088
ERR1305884	2.1735292039606184	1.9694242194319203	2.919504874931349	4.849102240452099	4.52428054763039	2.4263453916143423	2.757438698920517	1.7730204222214159	2.146732368222318	4.8724165045049945	7.000649443799985	4.521171629481777	1.7730204222214159	2.30675565513136	1.8300958700394714	1.913281932914075	3.468809319314746	2.69384194702463	3.092821818296638	2.350381444839762	1.8376700127150265	1.764218141566749	6.378810237490603	2.098033187950174	4.8757170218190975	3.8624969476334288	2.489308039482552	2.8549190597883904	3.303411825132136	4.131726419724402	1.571544198089803	1.4617679627207472	2.2977392226916167	3.9614678884350445	4.954168124283347	2.5494214376163864	1.641763694312152	4.1969101506478275	3.499803106408976	5.054208392623906	2.266722447889405	2.23482596473485	3.204108410587505	1.184021165542182	2.248158875295849	1.746059580659327	1.6298122539396815	2.3772064725408106	2.095966896973019	2.805282926524341	2.543549340615633	3.129030968430846	0.4447551193670294	1.38380025933521	3.5834068407129216	5.383023157314018	2.309297766636245	1.48773933083162	2.5215715961111824	2.6789506547731863	2.652171091247535	2.4489758534306043	3.161384509391617	2.5262108686297835	2.1804043293165773	0.5992552982592878	3.660541800815142	3.6285727876244565	2.936278841322608	1.8487891664486389	2.7641604017071546	2.2925016646694827	1.9962939661666714	2.195486614380576	2.537596757477313	2.658455544636228	3.0133768336076305	3.4441596089148447	1.434144130234137	3.0257248294854597	1.880534220240392	4.3963176455214334	1.4792536136993708	1.4435486592588107	1.5201153911184222	1.3017938285489354	0.5992552982592878	0.20271990022171643	2.255392917176741	0.7603321233517709	3.7624615875851095	1.550244406300996	1.4046431778109019	4.748009617220277	1.7552337590832714	3.402252687153147	4.063320104918041	2.175258215671092	2.343408057885187	2.01165241518868	1.2006112770230795	4.323431505620097	2.085485352761796	1.6647229615300556
ERR1305885	2.4020740070244226	2.375494450165945	3.1833161164314645	5.758751961195742	4.859198755465254	2.8400491476877785	2.85494302818483	2.2611860819422445	2.2917826722339454	6.5811200378334	6.284372680482646	4.685886324013646	1.903523936547745	2.2261269025108437	2.2491328058327658	1.7728309433446285	3.556851013428423	2.740676634755369	3.264774758872827	2.7079460036737886	2.4105842587470048	2.054524227984017	6.573307068074269	1.8190753208094361	5.670866903544753	3.9501405599844084	2.704390280958877	2.9004378376981412	3.7097262793013894	4.333847234920853	2.0513238430378324	1.8456618023732756	1.9855539704188576	4.116026796875177	5.03188838262768	2.686905456378014	1.699948907110004	4.2360656594586175	3.6864731899609198	6.336123344770999	2.6229469002459376	2.476888220374094	3.4609478230961597	1.3041818988646277	2.6229469002459376	1.981800364129906	2.363138212737423	2.5204456162236055	2.424407598294532	2.8727485028649515	2.753618403778246	3.3888676773540003	1.3217661369015963	2.0608551027424538	3.597511833699634	5.027573935552123	2.7211983209945396	1.8755557970843575	2.8142163340579343	2.9606292454389203	3.031000406174174	2.8142163340579343	3.5093090957187463	2.9366245006398715	2.4364832432524586	0.26302521388207334	3.6036783151186214	3.8658214235517514	3.15109863567918	2.446942334217769	2.9072047849558174	2.4634187968864127	2.674080155225739	2.4035040135872747	2.919125768553814	2.756794472096825	3.1950089984242425	3.766568747506498	1.8558568192735074	3.748370980956169	2.4324952195157197	4.018023607332296	1.9966239740306981	1.502421244138168	1.7477207003697888	1.7141424954002262	0.0	0.4256714007836983	2.8483295472574155	0.26302521388207334	4.016007380701809	1.9382161275301883	2.1538500232116857	5.123849581072142	2.284333226602753	3.6597729593775754	4.422362892603707	2.4378044877878877	2.4558918696316137	2.4338286339123587	2.0214068076904663	3.4736434272610213	2.338977792056803	2.163880288514339
ERR1305886	1.9109951990406562	1.9726920817143954	2.6937785890578128	4.96727021827762	4.362195771809444	2.4512387676440675	2.474224587926633	2.061152369990077	1.7746869491339239	5.034340137060529	6.97740408195678	4.233832463428546	1.7955286705522016	1.4702649956678524	1.8344320655970152	1.8390588108378698	3.3612191694501696	2.394908347583135	2.887230562915474	2.2731008501005876	1.8614808456214507	1.1282764516230293	6.477537790940685	1.5013979180599177	4.790495617773499	3.6927934269449842	2.4909557473465247	2.3165880048187364	3.1607650880205385	3.9553908418922084	2.0296818710444753	1.3320980118691792	1.9337846865895154	4.048002912339976	4.837571555126177	2.1933659719161516	1.4702649956678524	4.194883162685434	3.4467983270766034	5.421872710851495	2.1299219025722698	2.0176480312449407	2.997894848502474	0.990271970948455	2.2451135693096202	1.4003801008639014	1.7297393929315645	2.0145867389761536	2.189275903885777	2.5467150609413394	2.408761933752977	3.0208990456781755	1.268507484096111	2.3389895218521892	3.2890170391802447	4.114301598312152	2.2014323333009598	1.699085145130577	2.360291995779096	2.57466669635824	2.5945097417471525	2.3490608375078703	3.0398569605538115	2.3752754010638646	2.0021211088095874	0.23843281992215645	3.643212008853411	3.5234289827330456	2.885166160718611	1.699085145130577	2.5040906446950566	2.1415430140737546	1.7746869491339239	2.005271220570864	2.473157175909944	2.5050847566200103	2.841672888698085	3.3165415955074757	0.990271970948455	3.1296149082690556	1.8250280239190912	4.697222379146887	1.7904112559601293	1.3320980118691792	1.6377837031598974	1.3466403292598734	0.23843281992215645	0.23843281992215645	2.197417879893113	1.021604166494404	3.6408213379431915	1.2852991092657928	1.9692956090255074	4.769928715643481	1.711607662024553	3.281605316788364	3.9087929118971405	2.090495682102418	2.1251849668996443	2.13924353587372	1.7638786068725585	3.94136554444612	1.7237791992238485	1.9447461213181085
