SAMPLE_ID	Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Bacteroidetes	Balneolaeota	Calditrichaeota	Candidatus Bipolaricaulota	Candidatus Cloacimonetes	Candidatus Gracilibacteria	Candidatus Korarchaeota	Candidatus Micrarchaeota	Candidatus Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Chrysiogenetes	Coprothermobacterota	Crenarchaeota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thaumarchaeota	Thermodesulfobacteria	Thermotogae	Verrucomicrobia	candidate division Zixibacteria
SAMPLE-117	2.863873933828803	6.638144052816748	2.5319379844508334	2.302381336898576	5.594994715914633	1.496617734612018	1.4319716686305837	1.445693653840118	0.9000074496372159	1.471901667820322	0.27135997531585626	0.27135997531585626	3.061076722012394	2.506863661670987	2.620765810665859	3.033705791536628	1.445693653840118	0.43709302065587996	2.4827401840753316	3.57337882129444	2.302381336898576	3.077465292514976	1.5931619908185914	1.8258315084441188	3.49104842610164	2.091236856016531	6.94144279399871	3.687535408280177	2.0289254311030183	2.2792291373820737	1.5734860037273537	1.8886152811973491	2.4244207040156165	3.4799567858948763	5.852373554294707	3.421235807407105	2.6340982570056477	3.4844274919591633	2.1430161897836415	1.9303832682179503	3.003746359227072	2.9543258421087337	0.9858427505119166
SAMPLE-118	2.833711126907548	6.4726444230840094	2.3722771693464613	2.256519787311027	5.020045938163921	1.4460344668072684	1.846600212154784	1.5192599146661048	0.9392004353595681	0.9989514302680652	0.3583668833011263	0.0	2.9645751397872635	2.3060308222434354	2.567039643654137	2.9409859394535007	1.4460344668072684	1.5192599146661048	2.489599406455172	3.5615696686842395	2.214441668622154	3.0248435260350512	1.6735893946466072	1.9390799503702312	3.4361099898046716	1.9639818872133266	6.857531035640953	3.6634098439507765	2.244001413877931	2.0937642582367584	1.957888980182495	2.197106395516817	2.451938703678323	3.482503938779392	5.975805901849205	3.4381453228932712	2.728926743228353	3.491036593141038	1.869755776328538	2.144527760585932	2.825466553576175	6.472742876139651	1.306082584885326
SAMPLE-119	2.914475787590501	6.178082796242749	2.4402176352153924	2.390611605901745	5.767359615643279	1.378035725581788	1.8964835703044256	1.378035725581788	1.417771939603359	1.0529260185144387	0.0	0.6466008857441462	2.7476245387137648	2.4879764956261856	2.81114732327825	3.1164258883931253	1.8637524386714932	1.4363549146011902	2.567460728347731	3.676462412474846	2.3656541441859793	3.214635528487894	1.949820657269943	2.188356122431665	3.5411401998946648	1.960833591243812	6.807542278202309	3.8837155792598086	2.406487136020462	2.1851241274849964	1.9973179219284651	2.262205663849578	2.320579745147036	3.567209513255584	6.7130289570873005	3.4988444258625493	3.0745721728301434	3.521255692873555	2.275579987170518	2.133514814565679	2.9679161881526404	5.705291611503874	1.454175265163877
SAMPLE-12	2.485518367955562	5.591134609151489	2.360228275214322	1.859880292716472	5.479469460771523	1.3405328936540917	1.532738531177205	1.48592966951917	1.222153290519854	1.48592966951917	0.0	0.7942174393005983	2.3858627147246243	2.225918464601315	2.3889631916393026	3.1738229742570523	1.779808192639113	0.9872281242914838	2.322311877948678	3.48941737380708	2.173400100490936	2.730417452338925	1.9780441687468655	1.7921912516869658	3.3276221949562066	1.5946673508239408	7.014561438381901	4.646140901331226	1.7921912516869658	1.7539296876417623	1.6315346218815496	1.9092019753111917	2.339957931907671	3.2325384575076455	6.102969005446531	3.366726035054278	2.4011483825158635	3.117607299321342	1.993675257143999	1.68155846285016	2.7563675427597687	6.2695051018830386	1.3405328936540917
SAMPLE-120	3.135285778445023	6.189513840243014	2.420561470181494	2.475310968316495	6.23683705357987	1.4942483315652664	1.5060960410851256	1.5504971988590728	1.1444416738940961	1.1166971820903289	0.0	0.0	2.6307801379736193	2.435940852127595	3.0809705210247205	3.5249971390254156	2.1719646688586516	1.1705196652808514	2.5393519354753775	3.7144879012535714	2.3880656218796457	3.503903830586289	1.6776496199926458	2.145975945522707	3.673638515997831	2.4803006386202746	6.811391827092081	3.2812444819190083	2.560481497608488	2.2502373687490196	2.228643274501716	2.562538995477012	2.6386029901742765	3.7869366382348275	6.64513544072187	3.5359361266839833	2.953552664662062	3.184047939184931	2.022960078063844	2.3692592540009363	2.875634197413915	4.195346654087316	1.961991257660321
SAMPLE-121	3.315169166807087	6.118778737695231	3.2941369989810347	2.434737070130704	5.912138800590497	2.088485936558957	2.462467087351839	0.8438719060147037	2.2160618034594806	2.7397233732631903	0.0	0.0	3.4682444318973564	3.064896328918318	3.3727680367702746	3.4934196536546924	2.0516602997175077	2.31454644236198	3.25792488942769	4.293982391467018	3.0504943610820416	3.537017639880383	2.8810955896628605	2.3621873574724934	4.191220335994352	2.8589091567303413	7.063495985046496	4.258998427614821	2.713739292632758	2.8967474687154326	2.194477954243294	2.9866834865771485	2.9902396416769115	4.080887814035805	5.575678215607405	4.230166263002648	3.248257407679908	4.23909354383936	2.9955198651374886	2.794451483791244	3.6210943775631708	3.583013853648674	2.610295985471277
SAMPLE-122	3.245627714670611	6.071198254312072	2.859330306304771	2.5294295118467565	6.198688911128742	1.9431277710154282	2.0008684110981174	1.5778225830282708	1.9575879049162197	1.5496499265493247	0.0	0.20249183955018885	2.6486738297124655	2.8324813070034804	3.211020465729406	3.537125299920575	2.103566815014775	2.0953600822860254	2.8952518219591536	4.012461205995247	2.940724102982528	3.5150801656890365	2.297130584194736	2.392558647111954	3.9641187266118716	2.587165668247771	7.043805957008491	3.7842944418618467	2.58649771129275	2.5473508508789533	2.388359321759981	2.452025985122956	2.8336180222233835	3.915674531552971	5.516235607091277	3.8967546347253474	3.1365955826077356	3.6193083957103984	2.7096473715683955	2.4672444791472237	3.2540448656066525	3.7373799110407098	1.8730740430439303
SAMPLE-123	3.232712778505827	5.693585236721249	2.6011973756901865	2.484524145565958	6.571970433997861	1.6534325579444358	2.1108130100989184	1.5684206872104982	2.1207972706437284	1.0415972753194247	0.7783387950454275	0.0	2.436386866794408	2.6823696525055296	3.156471077271559	3.5117072632131427	1.929641322694483	1.2554850496019543	2.69395153736445	3.8892464369235245	2.7301989106092317	3.55471414112377	1.8064015024474023	2.179200501197321	5.151254556766005	2.3786220034622954	6.723899203795973	3.8863207470696928	2.722858540301989	2.5278542771352663	2.2697367784937756	2.3712919487626714	2.605529531741315	3.9144623642346557	6.459615721994439	3.766340288547519	3.3249188512119376	3.4464513651310495	2.6387137836235377	2.2697367784937756	3.0639334089807475	6.2107458126003054	1.602279410529464
SAMPLE-124	2.8165577748504207	5.449937997803669	2.624462111898852	2.007703116731726	6.678892350767276	1.748002700786472	1.474172673361183	1.222910417053924	1.5279374574900844	1.9542856335611374	1.4546627858076135	0.0	2.9195369690467077	2.4724987508446996	2.8934544358438585	3.169142917452564	1.7053529315149418	1.604967056734219	2.5196398674598424	3.7920395485085665	2.4985161952512565	3.0563261147312937	1.9282581536324879	1.9906170468320397	3.5394758002256084	2.3416233927994745	6.650074957781714	4.0259864657349205	2.120229964872156	2.3284829720997466	1.9906170468320397	2.1652265157697665	2.581956359681918	3.549214611702083	6.667948463690265	3.5356839112348735	2.7561760197061864	3.3702055014031944	2.2864932482220426	2.1371366427582177	2.8934544358438585	3.3687487584338247	1.4342350582467693
SAMPLE-125	3.3867232435901826	6.610359237277446	3.0166581296028596	2.390719436854115	6.295777063397531	1.937679030116592	2.1245172723461496	1.7859895189135604	1.9223491197796	1.7751763726635512	2.013501388470234	0.0	3.461568281019179	2.8522338091992383	3.2824987864863235	3.620129078184736	2.200695708590682	1.6773501710700127	2.9112942517545637	4.123443348775247	2.899120742660189	3.6673756619020637	2.183936119366908	2.466051226548713	4.417951305780853	2.654845726098945	6.868054473035208	3.692591498832123	2.6935162300886626	2.8228377402503257	2.5397448320807237	2.767454039105848	3.099832629729021	4.017098015690068	5.835345325885955	3.8908959304440796	3.3596516025554073	3.7377040786997133	2.5827322787314695	2.4478263080829956	3.3824170425549718	3.6884669440070534	1.6634139330525606
SAMPLE-126	3.1723972815883084	6.295043391608211	3.044546653591513	2.385230273513299	6.133033886688809	2.1971486346141993	1.7885037030185813	1.4131340137551034	1.9920671752329635	2.2376953426643893	1.0204420567745462	0.33949987061841846	2.6800209653074485	2.7726418740014274	3.128360838603482	3.335033318620268	2.1770765745261587	2.21319459236251	2.8792022660888854	4.0181838866442074	2.696895293457754	3.5036961175481163	2.2664969179527104	2.246538125789595	3.912332070153816	2.5433995089314863	7.022073269225372	3.792877256813836	2.4295343824509463	2.4783740477600054	2.3612593536432693	2.474938749732153	2.8590261917233115	3.889175745469266	5.474547354316626	3.8818729525176443	3.049167619560111	3.832177746058752	2.5868169838056816	2.651119839070092	3.281669117533473	3.5755299947216397	1.6401709801002324
SAMPLE-127	3.0510728043495035	5.769798551330655	2.3276459665180367	2.2021969492777114	6.8093654893991955	1.7062841807602076	1.6243205898808215	1.6058934425552147	1.5963781261325445	1.2238035685976336	0.0	1.7687870374058157	3.886322494086737	2.714943132343655	2.8753432857437407	3.179865507091472	1.9635656114258948	1.2238035685976336	2.6338751026050984	3.7604805157308263	2.286457472194934	3.2293933318183616	1.8401983642448934	1.6243205898808215	3.739268613236504	2.307539826134106	6.750420290137131	4.699385462733065	2.2961674050336587	1.9552250420206534	2.2538410463310563	2.6798845978738095	2.2884169039830957	3.689128650707315	6.1648053619938326	3.683497670516148	3.04151355499212	3.2932208832835186	2.0460773810882316	2.5113251932279437	2.9149775184935733	3.472513587726051	1.7877705080013357
SAMPLE-128	3.1831032606437266	6.689592177574932	2.6007927552688637	2.4508572458704214	6.469599925669962	1.6947491199532252	1.9299045768402374	1.2348243070654155	1.478708504354469	1.5230212273258574	0.8732539819622734	0.0	2.502391413610397	2.6077802339452996	3.3975885610817276	3.4627394753510714	2.0323612276258234	1.3097698561550721	3.1260724124478267	3.8677911019456417	2.5563283265478347	3.5983973446496123	2.211444552396625	2.260376522400125	4.077213032277797	2.3629427719541556	6.779455124596711	3.591255998074421	2.7065514175228933	2.398028399310737	2.409120792964657	2.435672200710372	2.6379030449481307	3.9006104973119498	5.471386020277752	3.6481977073950733	3.102317397029459	3.595911208839925	2.560212599745795	2.356809361872453	3.1034258313049587	3.7286764894381137	1.748073705254287
