SAMPLE_ID	Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Bacteroidetes	Balneolaeota	Calditrichaeota	Candidatus Bipolaricaulota	Candidatus Cloacimonetes	Candidatus Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Coprothermobacterota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thaumarchaeota	Thermodesulfobacteria	Thermotogae	Verrucomicrobia	candidate division Zixibacteria
SRR11292124	0.0	2.1573491378770653	0.0	0.0	4.5817667027660125	0.0	0.0	0.0	0.5923453547689191	0.0	0.0	0.0	0.9883160846975074	0.0	0.2945777759126395	0.0	0.5923453547689191	0.0	0.0	0.0	0.0	3.9706259114385354	4.137202816467291	0.0	0.0	0.0	0.0	0.0	0.46849681572616625	3.4001354020248398	0.0	0.0	1.464559229934299	0.0	0.0	0.6885999332020788	1.4024789331391045	0.0
SRR11292125	0.5324944800150462	2.4817277236728517	0.0	0.0	4.433454285094646	0.0	0.0	0.0	0.0	0.0	0.5324944800150462	0.0	1.1152709190221621	0.5324944800150462	0.8463309149997515	0.0	0.0	0.0	0.343207642471915	0.0	0.0	4.466222506014131	1.2801160488911512	0.0	0.343207642471915	0.0	0.9150767538116296	0.0	0.343207642471915	3.562753711675018	0.6638836389748656	0.343207642471915	2.029181751287165	0.0	0.343207642471915	1.4196845068999564	3.5352858826545295	0.0
SRR11292126	0.0	2.820608471587857	0.0	0.0	4.150833145706286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9290535453295987	0.0	0.3519524996401168	0.0	0.3519524996401168	0.0	0.0	0.0	0.0	4.655405975965705	1.393177822085253	0.0	0.0	0.0	0.0	0.0	0.0	3.555707501156472	0.3519524996401168	0.0	0.5437722839333452	0.0	0.0	1.3218249027351059	2.432556698718827	0.0
SRR11292127	0.0	2.733300510617196	0.0	0.0	4.135506436107204	0.0	2.0550983869835378	0.0	0.0	0.0	0.0	0.0	0.9295101946545754	0.0	1.4150728067756049	0.0	1.0414867195245716	0.0	0.0	0.0	0.0	4.592707611157137	1.6128847708501377	0.0	0.7782374493304067	0.0	0.0	0.0	0.7782374493304067	3.6179945061800582	1.0414867195245716	0.7782374493304067	0.9295101946545754	0.0	0.5441419302092151	1.371166897895819	3.793264949276994	0.0
SRR11292128	0.0	2.2885240003741223	0.0	0.0	4.20772540459881	0.0	0.0	0.0	0.0	0.0	2.2379817469035355	0.0	0.7592235370477658	0.0	2.311747884091778	0.0	0.0	0.0	0.3396561393132488	0.0	0.0	4.660782503147719	1.067229769786361	0.0	0.5278953215686856	0.0	0.0	0.0	0.5278953215686856	2.908416670669648	0.0	0.0	2.277789740837691	0.0	0.0	0.3396561393132488	2.652555152032959	0.0
SRR11292129	1.5270573767669917	2.1233023160230102	0.0	0.0	4.598346311525114	0.0	0.0	0.0	0.0	0.0	0.665430916713337	0.34428747612657284	0.665430916713337	0.0	1.6603936694790438	0.0	0.34428747612657284	0.0	0.0	0.0	0.0	4.166913744969456	3.8701129920571025	0.0	0.0	0.0	0.0	1.117094485116957	0.34428747612657284	3.188045132577288	0.34428747612657284	0.0	0.665430916713337	1.5270573767669917	0.0	0.7662542053581317	2.5888645980721847	0.0
SRR11292130	0.0	2.2606534797156583	0.0	0.0	4.605560964926535	0.0	0.0	0.0	0.0	0.0	1.3281454447983019	0.0	0.5688041345180419	0.0	1.2008025561772764	0.0	0.0	0.3715421702482468	0.0	0.0	0.0	4.2639545619228105	1.3281454447983019	0.0	0.3715421702482468	0.0	1.2691247761778535	0.0	0.3715421702482468	3.211330596421668	0.8068764356318547	0.0	1.3281454447983019	0.0	0.0	0.7039533877317431	3.5262650972338627	0.0
SRR11292131	0.0	2.6612006125450534	0.0	0.0	4.459364495965396	0.0	0.0	0.0	0.0	0.0	1.557604079210893	0.0	0.8256336655432783	0.0	0.2897820491889246	0.0	0.4620583112537304	0.2897820491889246	0.2897820491889246	1.6112174186472037	0.0	4.386361032112859	2.0637566521673563	0.0	0.0	0.0	0.0	0.0	0.2897820491889246	3.775030068679615	0.2897820491889246	0.4620583112537304	2.413453396209243	0.0	0.0	1.1250015559320137	3.5949447083014916	0.0
SRR11292132	0.0	2.19480059164871	0.0	0.0	3.874805339894778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9202539521820007	0.0	0.9202539521820007	0.0	0.0	0.0	0.0	0.0	0.0	4.745495230579124	0.0	0.0	0.45188244707276964	0.0	0.0	0.0	0.0	2.7778722042966857	0.0	0.0	0.0	0.0	0.0	1.0065998850312694	1.5308559321929696	0.0
SRR11292133	0.0	2.686397880044568	0.0	0.0	4.315360332912872	0.0	1.568524099334617	0.0	0.0	0.0	1.034454986716305	0.0	0.0	0.42121099356274455	0.7717959452957177	0.0	0.0	0.42121099356274455	0.0	0.0	0.0	4.58343833725257	2.050602649185808	0.0	0.42121099356274455	0.0	0.0	0.0	0.9632239425203531	3.354596817401237	0.6309589776005966	0.42121099356274455	1.149246834554948	0.0	0.0	1.1969636851982337	3.3043318141824436	0.42121099356274455
SRR11292134	0.0	2.0637950475080755	0.0	0.0	4.618180896325619	0.0	1.6667473155587864	0.0	0.0	0.0	0.0	0.0	0.5469846060510178	0.0	0.8638555571389375	0.0	0.0	0.0	0.0	0.0	0.0	4.3184925407952015	0.0	0.0	0.6799160415166849	0.0	0.0	0.0	0.35445264554955574	3.1175165524710757	0.35445264554955574	0.0	0.5469846060510178	0.0	0.0	0.5469846060510178	2.145498192303354	0.0
SRR11292135	0.2577382733805398	3.074821749846281	0.0	0.0	3.8215433879836973	0.0	0.0	0.0	0.9186718314256922	0.0	0.0	0.0	1.1190489996699031	0.0	0.9591601252458686	0.0	0.0	0.0	0.0	0.0	0.0	4.542048827642242	0.2577382733805398	0.0	0.0	0.0	0.0	0.0	0.9961935853568935	2.765488731328809	0.0	0.0	0.8740171565344301	0.0	0.0	0.7033983567560647	4.315503063348973	0.0
SRR11292136	0.5177365851984848	2.554022113407383	0.0	0.0	4.521903263801293	0.0	0.0	0.0	0.0	0.0	0.6833620622228138	0.2466707650758995	0.8966527170428175	0.5177365851984848	0.2466707650758995	0.0	0.4030173459223241	0.0	0.0	0.0	0.0	4.436964920379159	0.7472717124553733	0.0	0.2466707650758995	0.0	0.0	0.0	0.6083974419370999	3.445582272030819	0.5177365851984848	0.0	2.2284873428143075	0.0	0.2466707650758995	0.9368652128220734	0.4030173459223241	0.0
SRR11292137	0.0	2.6013445515281037	0.0	0.0	4.413792747899241	0.6039817617188712	0.0	0.0	0.2441372442703422	0.2441372442703422	1.9319493654581685	0.0	0.9684261266409658	0.2441372442703422	0.0	0.0	0.0	0.0	0.0	1.7715248898304405	0.0	4.430877442406483	0.6039817617188712	0.0	0.0	0.0	0.0	0.0	0.513657604415627	3.085881786608775	0.39947810469557293	1.297998293218497	0.8915326410023792	0.0	0.0	0.7980318297626358	3.9663362236010884	0.0
